stem,change,source_id,target_id,attribution
44b6_267148e4,added,11607,11930,UNKNOWN
44b6_267148e4,added,11618,11934,UNKNOWN
44b6_267148e4,added,11619,11943,UNKNOWN
44b6_267148e4,added,11620,11938,UNKNOWN
44b6_267148e4,added,11624,11947,UNKNOWN
44b6_267148e4,added,11628,11954,UNKNOWN
44b6_267148e4,added,11636,11950,UNKNOWN
44b6_267148e4,added,11639,11963,UNKNOWN
44b6_267148e4,added,11646,11967,UNKNOWN
44b6_267148e4,added,11673,12007,UNKNOWN
44b6_267148e4,added,11700,12023,UNKNOWN
44b6_267148e4,added,11702,12016,UNKNOWN
44b6_267148e4,added,11732,12056,UNKNOWN
44b6_267148e4,added,11737,12060,UNKNOWN
44b6_267148e4,added,11767,12082,UNKNOWN
44b6_267148e4,added,11788,12106,UNKNOWN
44b6_267148e4,added,11790,12113,UNKNOWN
44b6_267148e4,added,11816,12132,UNKNOWN
44b6_267148e4,added,11888,12227,UNKNOWN
44b6_267148e4,added,11889,12201,UNKNOWN
44b6_267148e4,added,11907,12199,UNKNOWN
44b6_267148e4,added,11912,12222,UNKNOWN
44b6_267148e4,added,11916,12195,UNKNOWN
44b6_267148e4,added,11923,12229,UNKNOWN
44b6_267148e4,added,11935,12254,UNKNOWN
44b6_267148e4,added,11940,12242,UNKNOWN
44b6_267148e4,added,11942,26642,UNKNOWN
44b6_267148e4,added,11943,12273,UNKNOWN
44b6_267148e4,added,11946,26643,UNKNOWN
44b6_267148e4,added,11948,26644,UNKNOWN
44b6_267148e4,added,11950,26645,UNKNOWN
44b6_267148e4,added,11958,26646,UNKNOWN
44b6_267148e4,added,11961,12258,UNKNOWN
44b6_267148e4,added,11962,12300,UNKNOWN
44b6_267148e4,added,11964,12268,UNKNOWN
44b6_267148e4,added,11973,12284,UNKNOWN
44b6_267148e4,added,11988,12317,UNKNOWN
44b6_267148e4,added,11991,26647,UNKNOWN
44b6_267148e4,added,12004,12327,UNKNOWN
44b6_267148e4,added,12007,26648,UNKNOWN
44b6_267148e4,added,12011,12316,UNKNOWN
44b6_267148e4,added,12012,26649,UNKNOWN
44b6_267148e4,added,12015,12322,UNKNOWN
44b6_267148e4,added,12016,12352,UNKNOWN
44b6_267148e4,added,12022,12343,UNKNOWN
44b6_267148e4,added,12025,12334,UNKNOWN
44b6_267148e4,added,12027,12344,UNKNOWN
44b6_267148e4,added,12037,12342,UNKNOWN
44b6_267148e4,added,12038,12357,UNKNOWN
44b6_267148e4,added,12055,12374,UNKNOWN
44b6_267148e4,added,12057,12376,UNKNOWN
44b6_267148e4,added,12060,12362,UNKNOWN
44b6_267148e4,added,12064,12367,UNKNOWN
44b6_267148e4,added,12067,12385,UNKNOWN
44b6_267148e4,added,12073,26652,UNKNOWN
44b6_267148e4,added,12076,12398,UNKNOWN
44b6_267148e4,added,12077,12375,UNKNOWN
44b6_267148e4,added,12087,12392,UNKNOWN
44b6_267148e4,added,12088,12384,UNKNOWN
44b6_267148e4,added,12091,26653,UNKNOWN
44b6_267148e4,added,12095,12400,UNKNOWN
44b6_267148e4,added,12102,12395,UNKNOWN
44b6_267148e4,added,12104,12411,UNKNOWN
44b6_267148e4,added,12105,12401,UNKNOWN
44b6_267148e4,added,12106,12408,UNKNOWN
44b6_267148e4,added,12107,12402,UNKNOWN
44b6_267148e4,added,12146,12451,UNKNOWN
44b6_267148e4,added,12147,26760,UNKNOWN
44b6_267148e4,added,12199,12468,UNKNOWN
44b6_267148e4,added,12200,12470,UNKNOWN
44b6_267148e4,added,12234,12499,UNKNOWN
44b6_267148e4,added,12252,12529,UNKNOWN
44b6_267148e4,added,12254,12518,UNKNOWN
44b6_267148e4,added,12260,12520,UNKNOWN
44b6_267148e4,added,12273,12523,UNKNOWN
44b6_267148e4,added,12275,12543,UNKNOWN
44b6_267148e4,added,12284,12533,UNKNOWN
44b6_267148e4,added,12322,12593,UNKNOWN
44b6_267148e4,added,12323,12601,FP
44b6_267148e4,added,12326,12585,UNKNOWN
44b6_267148e4,added,12342,26802,UNKNOWN
44b6_267148e4,added,12362,12646,UNKNOWN
44b6_267148e4,added,12395,12686,UNKNOWN
44b6_267148e4,added,12408,12699,UNKNOWN
44b6_267148e4,added,12419,12714,UNKNOWN
44b6_267148e4,added,12503,26786,UNKNOWN
44b6_267148e4,added,12523,12868,UNKNOWN
44b6_267148e4,added,12536,12879,UNKNOWN
44b6_267148e4,added,12537,12890,UNKNOWN
44b6_267148e4,added,12557,26654,UNKNOWN
44b6_267148e4,added,12576,12917,UNKNOWN
44b6_267148e4,added,12582,12922,UNKNOWN
44b6_267148e4,added,12583,12911,UNKNOWN
44b6_267148e4,added,12585,26655,UNKNOWN
44b6_267148e4,added,12590,26656,UNKNOWN
44b6_267148e4,added,12602,26657,UNKNOWN
44b6_267148e4,added,12608,12941,UNKNOWN
44b6_267148e4,added,12611,26659,UNKNOWN
44b6_267148e4,added,12621,26660,UNKNOWN
44b6_267148e4,added,12622,26661,UNKNOWN
44b6_267148e4,added,12626,26662,UNKNOWN
44b6_267148e4,added,12634,26663,UNKNOWN
44b6_267148e4,added,12646,12952,UNKNOWN
44b6_267148e4,added,12656,26664,UNKNOWN
44b6_267148e4,added,12667,26665,UNKNOWN
44b6_267148e4,added,12675,26667,UNKNOWN
44b6_267148e4,added,12678,26668,UNKNOWN
44b6_267148e4,added,12690,26669,UNKNOWN
44b6_267148e4,added,12699,26670,UNKNOWN
44b6_267148e4,added,12704,26671,UNKNOWN
44b6_267148e4,added,12706,26672,UNKNOWN
44b6_267148e4,added,12722,26673,UNKNOWN
44b6_267148e4,added,12728,26674,UNKNOWN
44b6_267148e4,added,12743,13018,UNKNOWN
44b6_267148e4,added,12744,26675,UNKNOWN
44b6_267148e4,added,12751,26676,UNKNOWN
44b6_267148e4,added,12764,26678,UNKNOWN
44b6_267148e4,added,12765,26679,UNKNOWN
44b6_267148e4,added,12810,26680,UNKNOWN
44b6_267148e4,added,12811,26681,UNKNOWN
44b6_267148e4,added,12867,26682,UNKNOWN
44b6_267148e4,added,12952,13212,UNKNOWN
44b6_267148e4,added,12968,13226,UNKNOWN
44b6_267148e4,added,13015,13326,UNKNOWN
44b6_267148e4,added,13040,26684,UNKNOWN
44b6_267148e4,added,13053,13400,UNKNOWN
44b6_267148e4,added,13056,26685,UNKNOWN
44b6_267148e4,added,13097,26687,UNKNOWN
44b6_267148e4,added,13107,13456,UNKNOWN
44b6_267148e4,added,13112,13433,UNKNOWN
44b6_267148e4,added,13113,13451,UNKNOWN
44b6_267148e4,added,13137,13489,UNKNOWN
44b6_267148e4,added,13144,13459,UNKNOWN
44b6_267148e4,added,13145,13470,UNKNOWN
44b6_267148e4,added,13157,13523,UNKNOWN
44b6_267148e4,added,13176,13510,UNKNOWN
44b6_267148e4,added,13204,13522,UNKNOWN
44b6_267148e4,added,13210,13541,UNKNOWN
44b6_267148e4,added,13239,13577,UNKNOWN
44b6_267148e4,added,13244,13581,UNKNOWN
44b6_267148e4,added,13257,13608,UNKNOWN
44b6_267148e4,added,13259,13599,UNKNOWN
44b6_267148e4,added,13352,13669,UNKNOWN
44b6_267148e4,added,13409,13756,UNKNOWN
44b6_267148e4,added,13420,13760,UNKNOWN
44b6_267148e4,added,13432,13779,UNKNOWN
44b6_267148e4,added,13491,26688,UNKNOWN
44b6_267148e4,added,13510,13840,UNKNOWN
44b6_267148e4,added,13522,13855,UNKNOWN
44b6_267148e4,added,13541,13883,UNKNOWN
44b6_267148e4,added,13570,13899,UNKNOWN
44b6_267148e4,added,13577,13918,UNKNOWN
44b6_267148e4,added,13647,13973,UNKNOWN
44b6_267148e4,added,13756,14080,UNKNOWN
44b6_267148e4,added,13840,14167,UNKNOWN
44b6_267148e4,added,13883,14213,UNKNOWN
44b6_267148e4,added,13971,26830,UNKNOWN
44b6_267148e4,added,13973,14309,UNKNOWN
44b6_267148e4,added,14080,14412,UNKNOWN
44b6_267148e4,added,14083,14410,UNKNOWN
44b6_267148e4,added,14084,14417,UNKNOWN
44b6_267148e4,added,14109,26690,UNKNOWN
44b6_267148e4,added,14113,14441,UNKNOWN
44b6_267148e4,added,14155,26691,UNKNOWN
44b6_267148e4,added,14166,26840,UNKNOWN
44b6_267148e4,added,14178,14488,UNKNOWN
44b6_267148e4,added,14257,26693,UNKNOWN
44b6_267148e4,added,14295,14608,UNKNOWN
44b6_267148e4,added,14309,14623,UNKNOWN
44b6_267148e4,added,14352,14667,UNKNOWN
44b6_267148e4,added,14367,14690,UNKNOWN
44b6_267148e4,added,14368,14691,UNKNOWN
44b6_267148e4,added,14399,26695,UNKNOWN
44b6_267148e4,added,14412,14735,UNKNOWN
44b6_267148e4,added,14623,14948,UNKNOWN
44b6_267148e4,added,14661,14982,UNKNOWN
44b6_267148e4,added,14690,26808,UNKNOWN
44b6_267148e4,added,14847,26798,UNKNOWN
44b6_267148e4,added,15300,15612,UNKNOWN
44b6_267148e4,added,15343,15622,UNKNOWN
44b6_267148e4,added,15619,26842,UNKNOWN
44b6_267148e4,added,15671,26818,UNKNOWN
44b6_267148e4,added,15710,26697,UNKNOWN
44b6_267148e4,added,15887,26698,UNKNOWN
44b6_267148e4,added,15895,26699,UNKNOWN
44b6_267148e4,added,15901,16206,UNKNOWN
44b6_267148e4,added,15917,26700,UNKNOWN
44b6_267148e4,added,15933,26701,UNKNOWN
44b6_267148e4,added,16018,26782,UNKNOWN
44b6_267148e4,added,16233,16537,UNKNOWN
44b6_267148e4,added,16305,26702,UNKNOWN
44b6_267148e4,added,16377,16691,UNKNOWN
44b6_267148e4,added,16793,26703,UNKNOWN
44b6_267148e4,added,16920,26764,UNKNOWN
44b6_267148e4,added,16944,26704,UNKNOWN
44b6_267148e4,added,17387,17685,UNKNOWN
44b6_267148e4,added,17446,26812,UNKNOWN
44b6_267148e4,added,17448,17748,UNKNOWN
44b6_267148e4,added,17576,26705,UNKNOWN
44b6_267148e4,added,17673,26706,UNKNOWN
44b6_267148e4,added,17716,26800,UNKNOWN
44b6_267148e4,added,17830,18149,UNKNOWN
44b6_267148e4,added,17844,18131,UNKNOWN
44b6_267148e4,added,18058,26707,UNKNOWN
44b6_267148e4,added,18107,26708,UNKNOWN
44b6_267148e4,added,18228,26709,UNKNOWN
44b6_267148e4,added,18370,26836,UNKNOWN
44b6_267148e4,added,18377,26711,UNKNOWN
44b6_267148e4,added,18383,26712,UNKNOWN
44b6_267148e4,added,18392,18658,UNKNOWN
44b6_267148e4,added,18542,26713,UNKNOWN
44b6_267148e4,added,18659,26804,UNKNOWN
44b6_267148e4,added,18690,26716,UNKNOWN
44b6_267148e4,added,18763,26717,UNKNOWN
44b6_267148e4,added,18950,26718,UNKNOWN
44b6_267148e4,added,19039,26719,UNKNOWN
44b6_267148e4,added,19057,26720,UNKNOWN
44b6_267148e4,added,19083,19367,UNKNOWN
44b6_267148e4,added,19350,19636,UNKNOWN
44b6_267148e4,added,19354,19637,UNKNOWN
44b6_267148e4,added,19359,19629,UNKNOWN
44b6_267148e4,added,19366,19639,UNKNOWN
44b6_267148e4,added,19370,19648,UNKNOWN
44b6_267148e4,added,19372,19657,UNKNOWN
44b6_267148e4,added,19385,19663,UNKNOWN
44b6_267148e4,added,19636,19900,UNKNOWN
44b6_267148e4,added,19648,19913,UNKNOWN
44b6_267148e4,added,19653,19935,UNKNOWN
44b6_267148e4,added,19663,19926,UNKNOWN
44b6_267148e4,added,19682,26721,UNKNOWN
44b6_267148e4,added,19790,26722,UNKNOWN
44b6_267148e4,added,19814,26723,UNKNOWN
44b6_267148e4,added,19860,20116,UNKNOWN
44b6_267148e4,added,19903,26838,UNKNOWN
44b6_267148e4,added,19926,20182,UNKNOWN
44b6_267148e4,added,19996,26724,UNKNOWN
44b6_267148e4,added,20116,20386,UNKNOWN
44b6_267148e4,added,20182,20451,UNKNOWN
44b6_267148e4,added,20227,20483,UNKNOWN
44b6_267148e4,added,20228,20502,UNKNOWN
44b6_267148e4,added,20311,26784,UNKNOWN
44b6_267148e4,added,20328,26725,UNKNOWN
44b6_267148e4,added,20381,20637,UNKNOWN
44b6_267148e4,added,20386,20651,UNKNOWN
44b6_267148e4,added,20459,26726,UNKNOWN
44b6_267148e4,added,20501,20762,UNKNOWN
44b6_267148e4,added,20539,26728,UNKNOWN
44b6_267148e4,added,20651,20904,UNKNOWN
44b6_267148e4,added,20989,26816,UNKNOWN
44b6_267148e4,added,21126,21366,UNKNOWN
44b6_267148e4,added,21160,26729,UNKNOWN
44b6_267148e4,added,21266,21514,UNKNOWN
44b6_267148e4,added,21398,26730,UNKNOWN
44b6_267148e4,added,21407,26826,UNKNOWN
44b6_267148e4,added,21458,21716,UNKNOWN
44b6_267148e4,added,21462,21714,UNKNOWN
44b6_267148e4,added,21483,21738,UNKNOWN
44b6_267148e4,added,21484,21746,UNKNOWN
44b6_267148e4,added,21495,21756,UNKNOWN
44b6_267148e4,added,21525,21788,UNKNOWN
44b6_267148e4,added,21527,21794,UNKNOWN
44b6_267148e4,added,21533,21787,UNKNOWN
44b6_267148e4,added,21534,21789,UNKNOWN
44b6_267148e4,added,21542,21803,UNKNOWN
44b6_267148e4,added,21546,21807,UNKNOWN
44b6_267148e4,added,21560,21830,UNKNOWN
44b6_267148e4,added,21561,21838,UNKNOWN
44b6_267148e4,added,21579,21828,UNKNOWN
44b6_267148e4,added,21580,21837,UNKNOWN
44b6_267148e4,added,21587,21844,UNKNOWN
44b6_267148e4,added,21788,22055,UNKNOWN
44b6_267148e4,added,21838,22098,UNKNOWN
44b6_267148e4,added,22055,22318,UNKNOWN
44b6_267148e4,added,22063,26731,UNKNOWN
44b6_267148e4,added,22098,22353,UNKNOWN
44b6_267148e4,added,22117,26770,UNKNOWN
44b6_267148e4,added,22426,26766,UNKNOWN
44b6_267148e4,added,22657,26732,UNKNOWN
44b6_267148e4,added,22660,26733,UNKNOWN
44b6_267148e4,added,22716,26735,UNKNOWN
44b6_267148e4,added,22863,26776,UNKNOWN
44b6_267148e4,added,22942,23176,UNKNOWN
44b6_267148e4,added,23003,23233,UNKNOWN
44b6_267148e4,added,23061,23293,UNKNOWN
44b6_267148e4,added,23114,26737,UNKNOWN
44b6_267148e4,added,23124,23344,UNKNOWN
44b6_267148e4,added,23450,26739,UNKNOWN
44b6_267148e4,added,23481,26740,UNKNOWN
44b6_267148e4,added,23483,23693,UNKNOWN
44b6_267148e4,added,23553,26741,UNKNOWN
44b6_267148e4,added,23693,23906,UNKNOWN
44b6_267148e4,added,23755,26742,UNKNOWN
44b6_267148e4,added,23906,24136,UNKNOWN
44b6_267148e4,added,23936,26743,UNKNOWN
44b6_267148e4,added,24025,26744,UNKNOWN
44b6_267148e4,added,24116,26745,UNKNOWN
44b6_267148e4,added,24136,24369,UNKNOWN
44b6_267148e4,added,24245,24462,UNKNOWN
44b6_267148e4,added,24258,26746,UNKNOWN
44b6_267148e4,added,24261,24479,UNKNOWN
44b6_267148e4,added,24343,26747,UNKNOWN
44b6_267148e4,added,24345,24556,UNKNOWN
44b6_267148e4,added,24351,26748,UNKNOWN
44b6_267148e4,added,24369,24579,UNKNOWN
44b6_267148e4,added,24431,26749,UNKNOWN
44b6_267148e4,added,24450,26750,UNKNOWN
44b6_267148e4,added,24457,26751,UNKNOWN
44b6_267148e4,added,24518,26752,UNKNOWN
44b6_267148e4,added,24531,26820,UNKNOWN
44b6_267148e4,added,24835,26753,UNKNOWN
44b6_267148e4,added,24875,26806,UNKNOWN
44b6_267148e4,added,25032,26754,UNKNOWN
44b6_267148e4,added,25160,25373,UNKNOWN
44b6_267148e4,added,25288,25505,UNKNOWN
44b6_267148e4,added,25580,26755,UNKNOWN
44b6_267148e4,added,25581,26756,UNKNOWN
44b6_267148e4,added,25583,26757,UNKNOWN
44b6_267148e4,added,25616,26758,UNKNOWN
44b6_267148e4,added,25622,26759,UNKNOWN
44b6_267148e4,added,25790,25988,UNKNOWN
44b6_267148e4,added,26579,2521,UNKNOWN
44b6_267148e4,added,26583,3416,UNKNOWN
44b6_267148e4,added,26584,4060,UNKNOWN
44b6_267148e4,added,26585,4399,UNKNOWN
44b6_267148e4,added,26586,4435,UNKNOWN
44b6_267148e4,added,26587,4470,UNKNOWN
44b6_267148e4,added,26588,4754,UNKNOWN
44b6_267148e4,added,26589,4798,UNKNOWN
44b6_267148e4,added,26590,4933,UNKNOWN
44b6_267148e4,added,26602,7748,UNKNOWN
44b6_267148e4,added,26603,7724,UNKNOWN
44b6_267148e4,added,26604,7731,UNKNOWN
44b6_267148e4,added,26605,7766,UNKNOWN
44b6_267148e4,added,26606,7758,UNKNOWN
44b6_267148e4,added,26607,7782,UNKNOWN
44b6_267148e4,added,26610,7781,UNKNOWN
44b6_267148e4,added,26611,7790,UNKNOWN
44b6_267148e4,added,26613,7797,UNKNOWN
44b6_267148e4,added,26614,7818,UNKNOWN
44b6_267148e4,added,26616,7822,UNKNOWN
44b6_267148e4,added,26617,7814,UNKNOWN
44b6_267148e4,added,26618,7870,UNKNOWN
44b6_267148e4,added,26619,7868,UNKNOWN
44b6_267148e4,added,26621,7900,UNKNOWN
44b6_267148e4,added,26623,8473,UNKNOWN
44b6_267148e4,added,26624,9741,UNKNOWN
44b6_267148e4,added,26625,9751,UNKNOWN
44b6_267148e4,added,26627,10225,UNKNOWN
44b6_267148e4,added,26628,10457,TP
44b6_267148e4,added,26629,10709,UNKNOWN
44b6_267148e4,added,26630,10807,UNKNOWN
44b6_267148e4,added,26631,10887,UNKNOWN
44b6_267148e4,added,26632,10876,UNKNOWN
44b6_267148e4,added,26634,11205,UNKNOWN
44b6_267148e4,added,26635,11981,UNKNOWN
44b6_267148e4,added,26642,12530,UNKNOWN
44b6_267148e4,added,26643,12537,UNKNOWN
44b6_267148e4,added,26644,12539,UNKNOWN
44b6_267148e4,added,26645,12516,UNKNOWN
44b6_267148e4,added,26646,12540,UNKNOWN
44b6_267148e4,added,26647,12580,UNKNOWN
44b6_267148e4,added,26648,12584,UNKNOWN
44b6_267148e4,added,26649,12613,UNKNOWN
44b6_267148e4,added,26652,12669,UNKNOWN
44b6_267148e4,added,26653,12694,UNKNOWN
44b6_267148e4,added,26654,13140,UNKNOWN
44b6_267148e4,added,26655,13164,UNKNOWN
44b6_267148e4,added,26656,13175,UNKNOWN
44b6_267148e4,added,26657,13186,UNKNOWN
44b6_267148e4,added,26659,13194,UNKNOWN
44b6_267148e4,added,26660,13195,UNKNOWN
44b6_267148e4,added,26661,13169,UNKNOWN
44b6_267148e4,added,26662,13181,UNKNOWN
44b6_267148e4,added,26663,13189,UNKNOWN
44b6_267148e4,added,26664,13211,UNKNOWN
44b6_267148e4,added,26665,13247,UNKNOWN
44b6_267148e4,added,26667,13245,UNKNOWN
44b6_267148e4,added,26668,13269,UNKNOWN
44b6_267148e4,added,26669,13257,UNKNOWN
44b6_267148e4,added,26670,13268,UNKNOWN
44b6_267148e4,added,26671,13283,UNKNOWN
44b6_267148e4,added,26672,13277,UNKNOWN
44b6_267148e4,added,26673,13304,UNKNOWN
44b6_267148e4,added,26674,13327,UNKNOWN
44b6_267148e4,added,26675,13321,UNKNOWN
44b6_267148e4,added,26676,13338,UNKNOWN
44b6_267148e4,added,26678,13345,UNKNOWN
44b6_267148e4,added,26679,13358,UNKNOWN
44b6_267148e4,added,26680,13384,UNKNOWN
44b6_267148e4,added,26681,13405,UNKNOWN
44b6_267148e4,added,26682,13441,UNKNOWN
44b6_267148e4,added,26684,13747,UNKNOWN
44b6_267148e4,added,26685,13759,UNKNOWN
44b6_267148e4,added,26687,13764,UNKNOWN
44b6_267148e4,added,26688,14153,UNKNOWN
44b6_267148e4,added,26690,14771,UNKNOWN
44b6_267148e4,added,26691,14796,UNKNOWN
44b6_267148e4,added,26693,14892,UNKNOWN
44b6_267148e4,added,26695,15041,UNKNOWN
44b6_267148e4,added,26697,16325,UNKNOWN
44b6_267148e4,added,26698,16504,UNKNOWN
44b6_267148e4,added,26699,16520,UNKNOWN
44b6_267148e4,added,26700,16531,UNKNOWN
44b6_267148e4,added,26701,16548,UNKNOWN
44b6_267148e4,added,26702,16939,UNKNOWN
44b6_267148e4,added,26703,17391,UNKNOWN
44b6_267148e4,added,26704,17544,UNKNOWN
44b6_267148e4,added,26705,18182,UNKNOWN
44b6_267148e4,added,26706,18271,UNKNOWN
44b6_267148e4,added,26707,18645,UNKNOWN
44b6_267148e4,added,26708,18677,UNKNOWN
44b6_267148e4,added,26709,18791,UNKNOWN
44b6_267148e4,added,26711,18919,UNKNOWN
44b6_267148e4,added,26712,18938,UNKNOWN
44b6_267148e4,added,26713,19095,UNKNOWN
44b6_267148e4,added,26716,19259,UNKNOWN
44b6_267148e4,added,26717,19323,UNKNOWN
44b6_267148e4,added,26718,19522,UNKNOWN
44b6_267148e4,added,26719,19598,UNKNOWN
44b6_267148e4,added,26720,19619,UNKNOWN
44b6_267148e4,added,26721,20210,UNKNOWN
44b6_267148e4,added,26722,20302,UNKNOWN
44b6_267148e4,added,26723,20337,UNKNOWN
44b6_267148e4,added,26724,20495,UNKNOWN
44b6_267148e4,added,26725,20844,UNKNOWN
44b6_267148e4,added,26726,20962,UNKNOWN
44b6_267148e4,added,26728,21044,UNKNOWN
44b6_267148e4,added,26729,21667,UNKNOWN
44b6_267148e4,added,26730,21913,UNKNOWN
44b6_267148e4,added,26731,22571,UNKNOWN
44b6_267148e4,added,26732,23126,UNKNOWN
44b6_267148e4,added,26733,23124,UNKNOWN
44b6_267148e4,added,26735,23177,UNKNOWN
44b6_267148e4,added,26737,23552,UNKNOWN
44b6_267148e4,added,26739,23877,UNKNOWN
44b6_267148e4,added,26740,23908,UNKNOWN
44b6_267148e4,added,26741,23980,UNKNOWN
44b6_267148e4,added,26742,24200,UNKNOWN
44b6_267148e4,added,26743,24392,UNKNOWN
44b6_267148e4,added,26744,24472,UNKNOWN
44b6_267148e4,added,26745,24549,UNKNOWN
44b6_267148e4,added,26746,24694,UNKNOWN
44b6_267148e4,added,26747,24769,UNKNOWN
44b6_267148e4,added,26748,24774,UNKNOWN
44b6_267148e4,added,26749,24857,UNKNOWN
44b6_267148e4,added,26750,24893,UNKNOWN
44b6_267148e4,added,26751,24887,UNKNOWN
44b6_267148e4,added,26752,24952,UNKNOWN
44b6_267148e4,added,26753,25258,UNKNOWN
44b6_267148e4,added,26754,25443,UNKNOWN
44b6_267148e4,added,26755,25963,UNKNOWN
44b6_267148e4,added,26756,25971,UNKNOWN
44b6_267148e4,added,26757,25975,UNKNOWN
44b6_267148e4,added,26758,26002,UNKNOWN
44b6_267148e4,added,26759,26007,UNKNOWN
44b6_267148e4,added,26761,13015,UNKNOWN
44b6_267148e4,added,26763,4457,TP
44b6_267148e4,added,26765,17830,UNKNOWN
44b6_267148e4,added,26767,23125,UNKNOWN
44b6_267148e4,added,26769,5366,UNKNOWN
44b6_267148e4,added,26771,22846,UNKNOWN
44b6_267148e4,added,26773,5940,UNKNOWN
44b6_267148e4,added,26775,9432,UNKNOWN
44b6_267148e4,added,26777,23523,UNKNOWN
44b6_267148e4,added,26779,2952,UNKNOWN
44b6_267148e4,added,26781,7475,UNKNOWN
44b6_267148e4,added,26783,16940,UNKNOWN
44b6_267148e4,added,26785,21064,UNKNOWN
44b6_267148e4,added,26787,13409,UNKNOWN
44b6_267148e4,added,26789,5839,UNKNOWN
44b6_267148e4,added,26791,11256,UNKNOWN
44b6_267148e4,added,26793,9053,UNKNOWN
44b6_267148e4,added,26795,1383,UNKNOWN
44b6_267148e4,added,26797,10722,UNKNOWN
44b6_267148e4,added,26799,15789,UNKNOWN
44b6_267148e4,added,26801,18603,UNKNOWN
44b6_267148e4,added,26803,13170,UNKNOWN
44b6_267148e4,added,26805,19520,UNKNOWN
44b6_267148e4,added,26807,25495,UNKNOWN
44b6_267148e4,added,26809,15630,UNKNOWN
44b6_267148e4,added,26811,5164,UNKNOWN
44b6_267148e4,added,26813,18363,UNKNOWN
44b6_267148e4,added,26815,8825,UNKNOWN
44b6_267148e4,added,26817,21763,UNKNOWN
44b6_267148e4,added,26819,16639,UNKNOWN
44b6_267148e4,added,26821,25170,UNKNOWN
44b6_267148e4,added,26823,12282,UNKNOWN
44b6_267148e4,added,26825,12480,UNKNOWN
44b6_267148e4,added,26827,22176,UNKNOWN
44b6_267148e4,added,26829,6471,UNKNOWN
44b6_267148e4,added,26831,14935,UNKNOWN
44b6_267148e4,added,26833,8133,UNKNOWN
44b6_267148e4,added,26834,26835,UNKNOWN
44b6_267148e4,added,26835,8449,UNKNOWN
44b6_267148e4,added,26836,26837,UNKNOWN
44b6_267148e4,added,26837,19201,UNKNOWN
44b6_267148e4,added,26838,26839,UNKNOWN
44b6_267148e4,added,26839,20672,UNKNOWN
44b6_267148e4,added,26840,26841,UNKNOWN
44b6_267148e4,added,26841,15125,UNKNOWN
44b6_267148e4,added,26842,26843,UNKNOWN
44b6_267148e4,added,26843,16535,UNKNOWN
44b6_267148e4,added,26844,26845,UNKNOWN
44b6_267148e4,added,26845,4794,UNKNOWN
44b6_2a2eff9f,removed,417,956,UNKNOWN
44b6_2a2eff9f,removed,879,1415,UNKNOWN
44b6_2a2eff9f,removed,956,1486,UNKNOWN
44b6_2a2eff9f,removed,1486,1996,UNKNOWN
44b6_2a2eff9f,removed,1545,2067,UNKNOWN
44b6_2a2eff9f,removed,1996,2513,UNKNOWN
44b6_2a2eff9f,removed,2278,47235,UNKNOWN
44b6_2a2eff9f,removed,2513,3047,UNKNOWN
44b6_2a2eff9f,removed,2798,47165,UNKNOWN
44b6_2a2eff9f,removed,3554,4115,UNKNOWN
44b6_2a2eff9f,removed,3572,4113,UNKNOWN
44b6_2a2eff9f,removed,3573,4100,UNKNOWN
44b6_2a2eff9f,removed,3617,47167,UNKNOWN
44b6_2a2eff9f,removed,3818,4337,UNKNOWN
44b6_2a2eff9f,removed,3852,47237,UNKNOWN
44b6_2a2eff9f,removed,4337,4865,UNKNOWN
44b6_2a2eff9f,removed,4519,5048,UNKNOWN
44b6_2a2eff9f,removed,4640,47273,UNKNOWN
44b6_2a2eff9f,removed,4944,5454,UNKNOWN
44b6_2a2eff9f,removed,5498,47199,UNKNOWN
44b6_2a2eff9f,removed,6249,47151,UNKNOWN
44b6_2a2eff9f,removed,6658,47183,UNKNOWN
44b6_2a2eff9f,removed,6853,7362,UNKNOWN
44b6_2a2eff9f,removed,7057,47253,UNKNOWN
44b6_2a2eff9f,removed,7234,7762,UNKNOWN
44b6_2a2eff9f,removed,7250,7732,UNKNOWN
44b6_2a2eff9f,removed,7375,7879,UNKNOWN
44b6_2a2eff9f,removed,7492,47255,UNKNOWN
44b6_2a2eff9f,removed,7612,8105,UNKNOWN
44b6_2a2eff9f,removed,8175,8646,UNKNOWN
44b6_2a2eff9f,removed,8183,8652,UNKNOWN
44b6_2a2eff9f,removed,8315,47263,UNKNOWN
44b6_2a2eff9f,removed,8758,47169,UNKNOWN
44b6_2a2eff9f,removed,9064,9509,UNKNOWN
44b6_2a2eff9f,removed,9081,9548,UNKNOWN
44b6_2a2eff9f,removed,9362,9852,UNKNOWN
44b6_2a2eff9f,removed,9421,9908,UNKNOWN
44b6_2a2eff9f,removed,9586,47211,UNKNOWN
44b6_2a2eff9f,removed,9902,47277,UNKNOWN
44b6_2a2eff9f,removed,10015,10512,UNKNOWN
44b6_2a2eff9f,removed,10227,46793,UNKNOWN
44b6_2a2eff9f,removed,10293,47265,UNKNOWN
44b6_2a2eff9f,removed,10396,46795,UNKNOWN
44b6_2a2eff9f,removed,10656,11150,UNKNOWN
44b6_2a2eff9f,removed,10687,46796,UNKNOWN
44b6_2a2eff9f,removed,10732,46797,UNKNOWN
44b6_2a2eff9f,removed,10756,11253,UNKNOWN
44b6_2a2eff9f,removed,10879,46798,UNKNOWN
