source_id,owner_dataset,url_ref,title,created_at,updated_at,size,license,usability,votes,download_count,files,file_formats,microscopy_type,species,dimensions,time_dimension,labels,relevance,possible_use,rule_eligibility_checked,leakage_risk,compatibility,read_status,evidence_path,notes
dataset_page_remy_ecoli_tracking_gnn,remylivecellimaging/e-coli-cells-tracking-dataset-for-gnn,https://www.kaggle.com/datasets/remylivecellimaging/e-coli-cells-tracking-dataset-for-gnn,E.coli cells tracking dataset for GNN,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=1003743448; may be partial,unknown,0.4375,UNKNOWN,28,observed_count=152; complete=True; examples=train/20230305_WT_s005_roi1matrix_corr.npy | train/20230305_WT_s008_roi1matrix_corr.npy | train/20230305_WT_s010_roi2matrix_corr.npy | train/20230305_WT_s011_roi0matrix_corr.npy | train/20230305_WT_s021_roi2matrix_corr.npy | train/20230305_WT_s027_roi1matrix_corr.npy | train/20230305_WT_s030_roi2matrix_corr.npy | train/20230305_WT_s039_roi2matrix_corr.npy,"{"".npy"": 152}",fluorescence time-lapse,E. coli,2D,yes,images + adjacency graph,medium,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,2D organism/domain mismatch; graph labels conceptually relevant,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=true cell-tracking data for GNN; cli_metadata_exit=0; cli_files_exit=0; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_vyshnav_zebrafish_embryonic_development,vyshnavveeravalli/zebrafish-embryonic-development,https://www.kaggle.com/datasets/vyshnavveeravalli/zebrafish-embryonic-development,zebrafish_embryonic_development,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,998.27 MB (browser page),unknown,0.125,2,10,observed_count=0; complete=False,{},unknown,zebrafish embryo,unknown,unknown,unknown,medium,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,biological domain match but provenance/labels absent,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=zebrafish embryo data; cli_metadata_exit=0; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_kkunizaw_biohub_zh001r,kkunizaw/biohub-zh001r,https://www.kaggle.com/datasets/kkunizaw/biohub-zh001r,biohub-zh001r,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,764.36 MB (browser page),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},light-sheet / Zebrahub-derived (page claim),zebrafish embryo,3D,page implies crops; time unclear,real-label crops / nodes,very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,possible same-source labels; leakage review mandatory,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=Biohub/Zebrahub-named artifact; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_haashaatif_fuse_my_cells_part_01,haashaatif/fuse-my-cells-part-01,https://www.kaggle.com/datasets/haashaatif/fuse-my-cells-part-01,Fuse My Cells-Part-01,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,CC-BY-SA-4.0,0.8125,UNKNOWN,75,observed_count=0; complete=False,{},multi-view light-sheet,biological specimens,3D,not established,fused volumes,medium,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,imaging-domain only; no tracking labels,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=3D light-sheet cell data part 1; cli_metadata_exit=0; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_kmader_electron_microscopy_3d_segmentation,kmader/electron-microscopy-3d-segmentation,https://www.kaggle.com/datasets/kmader/electron-microscopy-3d-segmentation,Electron Microscopy 3D Segmentation,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},electron microscopy,mouse brain tissue,3D,no,segmentation masks,medium,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,3D segmentation only; no time or lineage,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=historical 3D microscopy segmentation data; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_rudispresence_stardist_bayesian_assets,rudispresence/biohub-embryo-stardist-bayesian-assets,https://www.kaggle.com/datasets/rudispresence/biohub-embryo-stardist-bayesian-assets,Biohub Embryo StarDist Bayesian Lineage Assets,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,37.65 MB (browser page),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=competition StarDist lineage assets; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_page_felipeporcher_trackastra,felipeporcher/trackastra,https://www.kaggle.com/datasets/felipeporcher/trackastra,trackastra,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,109.91 MB (browser page),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},not a raw microscopy dataset,not applicable,2D/3D-capable package,yes-capable,weights/wheels/software,high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,"software/model packaging, not external raw labels",FULL_PAGE_BODY_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/evidence/browser_dataset_page_reads.jsonl,selection=Trackastra package/model artifact; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=evidence/browser_dataset_page_reads.jsonl; no content downloaded
dataset_candidate_justinkim1216_biohub_nnunet_flow_support_v1,justinkim1216/biohub-nnunet-flow-support-v1,https://www.kaggle.com/datasets/justinkim1216/biohub-nnunet-flow-support-v1,biohub-nnunet-flow-support-v1,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,RATE_LIMITED,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/dataset_detail_records.json,selection=competition flow support pack; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=NOT_RUN; no content downloaded
dataset_candidate_eliork_biohub_geff_label_bundle_v1,eliork/biohub-geff-label-bundle-v1,https://www.kaggle.com/datasets/eliork/biohub-geff-label-bundle-v1,biohub-geff-label-bundle-v1,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,RATE_LIMITED,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/dataset_detail_records.json,selection=competition GEFF label bundle; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=NOT_RUN; no content downloaded
dataset_candidate_engadamalmohammedi_biohub_full_eda,engadamalmohammedi/biohub-full-eda,https://www.kaggle.com/datasets/engadamalmohammedi/biohub-full-eda,biohub-full-eda,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,RATE_LIMITED,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/dataset_detail_records.json,selection=competition EDA artifact; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=NOT_RUN; no content downloaded
dataset_candidate_t2better_biohub_audit_code_v1,t2better/biohub-audit-code-v1,https://www.kaggle.com/datasets/t2better/biohub-audit-code-v1,biohub-audit-code-v1,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,RATE_LIMITED,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/dataset_detail_records.json,selection=competition evaluation audit code; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=NOT_RUN; no content downloaded
dataset_candidate_rudispresence_biohub_stabledet_hoct_runtime,rudispresence/biohub-stabledet-hoct-runtime,https://www.kaggle.com/datasets/rudispresence/biohub-stabledet-hoct-runtime,biohub-stabledet-hoct-runtime,UNKNOWN,UNKNOWN; browser page only gave relative age where visible,observed_file_bytes=0; may be partial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,observed_count=0; complete=False,{},3D fluorescence light-sheet or competition artifact,zebrafish embryo / not applicable,3D,yes,"GEFF graph, weights, code, notebook or submission artifacts",very high,metadata/reproducibility reference only pending rule review,false,DO_NOT_USE_PENDING_RULE_REVIEW,current-competition-derived; rule and leakage review mandatory,RATE_LIMITED,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/community_history_data/dataset_detail_records.json,selection=competition runtime with GEFF/tracksdata; cli_metadata_exit=1; cli_files_exit=1; browser_evidence=NOT_RUN; no content downloaded
