source_id,owner,notebook_title,notebook_slug,url,current_version,script_version_id,created_at,updated_at,updated_at_page_text,votes,comments,page_displayed_score,score_source,accelerator,runtime,internet_setting,input_datasets,output_files,license,read_status,source_saved,source_sha256,source_bytes,markdown_cells,code_cells,output_cells,all_code_cells_checked,relevance,current_score_verified,stale_score_risk,notes
KAGGLE_CODE_BORISTOWN_DARK-AGI-BIOHUB-CELL-TRACKING-SOLUTION,boristown,Dark-AGI-Biohub Cell Tracking Solution,dark-agi-biohub-cell-tracking-solution,https://www.kaggle.com/code/boristown/dark-agi-biohub-cell-tracking-solution,UNKNOWN,UNKNOWN,,,1mo ago,97,0,0.879,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,GEFF | Most Votes | biohub cell tracking | biohub-cell-tracking-during-development | cell division tracking | tracksdata,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=6 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BORISTOWN_LB0-897-WITH-FULL-VISUAL-PIPELINE-AND-ANIMATION,boristown,LB0.897 With Full Visual Pipeline and Animation,lb0-897-with-full-visual-pipeline-and-animation,https://www.kaggle.com/code/boristown/lb0-897-with-full-visual-pipeline-and-animation,UNKNOWN,UNKNOWN,,,2mo ago,34,0,0.897,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D U-Net tracking | 3D+time microscopy,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BUSYAPRIME_A-TRAINED-3D-DETECTOR-AND-EDGE-JACCARD-CV,busyaprime,A Trained 3D Detector and Edge Jaccard CV,a-trained-3d-detector-and-edge-jaccard-cv,https://www.kaggle.com/code/busyaprime/a-trained-3d-detector-and-edge-jaccard-cv,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,StarDist,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_BUSYAPRIME_TRACKING-ZEBRAFISH-CELL-LINEAGES-ON-A-T4,busyaprime,Tracking Zebrafish Cell Lineages on a T4,tracking-zebrafish-cell-lineages-on-a-t4,https://www.kaggle.com/code/busyaprime/tracking-zebrafish-cell-lineages-on-a-t4,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,StarDist | zebrafish cell tracking,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_CATINGITHUBLOGO_BIO-HUB-GUIDE-TO-EXPLORING-THE-DATASET,catingithublogo,Bio-hub: Guide to exploring the dataset,bio-hub-guide-to-exploring-the-dataset,https://www.kaggle.com/code/catingithublogo/bio-hub-guide-to-exploring-the-dataset,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D+time microscopy,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_CHUKKKK_BIOHUB-CELL-TRACKING-LEARNED-GRAPH-W-GAP-RECOVERY,chukkkk,Biohub Cell Tracking: Learned Graph w Gap Recovery,biohub-cell-tracking-learned-graph-w-gap-recovery,https://www.kaggle.com/code/chukkkk/biohub-cell-tracking-learned-graph-w-gap-recovery,UNKNOWN,UNKNOWN,,,18d ago,,0,0.89,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,graph optimization cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_CLOUDSSDUT_BIOHUB-0-948-REPRODUCTION-20260901,cloudssdut,Biohub 0.948 Reproduction 20260901,biohub-0-948-reproduction-20260901,https://www.kaggle.com/code/cloudssdut/biohub-0-948-reproduction-20260901,1,UNKNOWN,,,2d ago,14,0,0.935,KAGGLE_CODE_LIST_CARD_DYNAMIC,NvidiaTeslaT4,NOT_VERIFIED_OUTPUTS_EMPTY,false,biohub-deepcenter-unet3d-center-prior-v1 | competitions | datasets,/kaggle/working/dual_seed_frame_retention_guard_report.json | /kaggle/working/submission.csv | /kaggle/working/wheels | submission.csv,UNKNOWN_NOT_EXPOSED,FULL_NOTEBOOK_SOURCE_READ,false,1c169787fea15e97014bf5e7b94c34db47efa4471165446e44ded03ce6bfe177,211483,4,10,0,true,Hotness,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission; all 10 code cells hashed and semantically scanned; OUTPUTS_CLEARED_OR_ABSENT_IN_GETKERNEL_SOURCE; UNKNOWN_NOT_EXPOSED_BY_CURRENT_GETKERNEL_RESPONSE; UNKNOWN_API_LAST_RUN_TIME_FIELD_ANOMALOUS_REQUEST_CADENCE_MINUS_3_DAYS
KAGGLE_CODE_CLUCKINVV_BIOHUB-NO-HACK-RANKER-PUBLIC-V2,cluckinvv,Biohub No Hack Ranker Public V2,biohub-no-hack-ranker-public-v2,https://www.kaggle.com/code/cluckinvv/biohub-no-hack-ranker-public-v2,UNKNOWN,UNKNOWN,,,1mo ago,,0,0.915,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,OME-Zarr | adjusted edge jaccard,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DALLOLIOGM_BIOHUB-EXP110-ILP-BIRTH-DEATH-COST,dalloliogm,Biohub Exp110 ILP Birth Death Cost,biohub-exp110-ilp-birth-death-cost,https://www.kaggle.com/code/dalloliogm/biohub-exp110-ilp-birth-death-cost,UNKNOWN,UNKNOWN,,,1mo ago,15,0,0.907,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D+time microscopy,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DALLOLIOGM_BIOHUB-EXP196-DEEPCENTER-GAP-CONFIRMED,dalloliogm,Biohub Exp196 DeepCenter Gap Confirmed,biohub-exp196-deepcenter-gap-confirmed,https://www.kaggle.com/code/dalloliogm/biohub-exp196-deepcenter-gap-confirmed,UNKNOWN,UNKNOWN,,,18d ago,12,0,0.915,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,OME-Zarr | adjusted edge jaccard,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=2 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DALLOLIOGM_BIOHUB-SUSPICIOUS-TRACKING-EVENT-REVIEW,dalloliogm,Biohub Suspicious Tracking Event Review,biohub-suspicious-tracking-event-review,https://www.kaggle.com/code/dalloliogm/biohub-suspicious-tracking-event-review,UNKNOWN,UNKNOWN,,,,7,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,OME-Zarr,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-BIOHUB-V45-ILP-GATE,damianpalumbo,fsot-biohub-v45-ilp-gate,fsot-biohub-v45-ilp-gate,https://www.kaggle.com/code/damianpalumbo/fsot-biohub-v45-ilp-gate,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V16,damianpalumbo,FSOT Competition Notebook v16,fsot-competition-notebook-v16,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v16,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V17,damianpalumbo,FSOT Competition Notebook v17,fsot-competition-notebook-v17,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v17,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V18,damianpalumbo,FSOT Competition Notebook v18,fsot-competition-notebook-v18,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v18,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V19,damianpalumbo,FSOT Competition Notebook v19,fsot-competition-notebook-v19,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v19,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V22,damianpalumbo,FSOT Competition Notebook v22,fsot-competition-notebook-v22,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v22,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V24,damianpalumbo,FSOT Competition Notebook v24,fsot-competition-notebook-v24,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v24,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V25,damianpalumbo,FSOT Competition Notebook v25,fsot-competition-notebook-v25,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v25,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V26,damianpalumbo,FSOT Competition Notebook v26,fsot-competition-notebook-v26,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v26,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V27,damianpalumbo,FSOT Competition Notebook v27,fsot-competition-notebook-v27,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v27,UNKNOWN,UNKNOWN,,,2mo ago,,0,0.245,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DAMIANPALUMBO_FSOT-COMPETITION-NOTEBOOK-V41-CPU,damianpalumbo,FSOT Competition Notebook v41 CPU,fsot-competition-notebook-v41-cpu,https://www.kaggle.com/code/damianpalumbo/fsot-competition-notebook-v41-cpu,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DANIILKRASNOVVV_BIOHUB-REAL-9-14-LB-SCORE-BRONSE-MEDAL,daniilkrasnovvv,[Biohub] Real 9.14 LB score - bronse medal,biohub-real-9-14-lb-score-bronse-medal,https://www.kaggle.com/code/daniilkrasnovvv/biohub-real-9-14-lb-score-bronse-medal,UNKNOWN,UNKNOWN,,,1mo ago,,0,0.914,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,OME-Zarr,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-FINAL-CYTO2,dfhgfdghfdhg,BioHub Final cyto2,biohub-final-cyto2,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-final-cyto2,1,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,Gpu,NOT_VERIFIED_OUTPUTS_EMPTY,true,competitions,submission.csv,UNKNOWN_NOT_EXPOSED,FULL_NOTEBOOK_SOURCE_READ,false,9e9c14475905b26b8ceaecd24b42bedce258db1cddfd59d49b285b7665f7b9ef,4881,0,1,0,true,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission; all 1 code cells hashed and semantically scanned; OUTPUTS_CLEARED_OR_ABSENT_IN_GETKERNEL_SOURCE; UNKNOWN_NOT_EXPOSED_BY_CURRENT_GETKERNEL_RESPONSE; UNKNOWN_API_LAST_RUN_TIME_FIELD_ANOMALOUS_REQUEST_CADENCE_MINUS_3_DAYS
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-INLINE3-CELLPOSE-CYTO,dfhgfdghfdhg,BioHub Inline3 Cellpose cyto,biohub-inline3-cellpose-cyto,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-inline3-cellpose-cyto,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-PILKWANG-INFER,dfhgfdghfdhg,BioHub Pilkwang Infer,biohub-pilkwang-infer,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-pilkwang-infer,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,graph optimization cell tracking,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-RUN-INFER-CELLPOSE-ILP,dfhgfdghfdhg,BioHub Run Infer Cellpose ILP,biohub-run-infer-cellpose-ilp,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-run-infer-cellpose-ilp,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-RUN-INFER2-CELLPOSE-ILP,dfhgfdghfdhg,BioHub Run Infer2 Cellpose ILP,biohub-run-infer2-cellpose-ilp,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-run-infer2-cellpose-ilp,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-RUN-INLINE-CELLPOSE-ILP,dfhgfdghfdhg,BioHub Run Inline Cellpose ILP,biohub-run-inline-cellpose-ilp,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-run-inline-cellpose-ilp,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DFHGFDGHFDHG_BIOHUB-RUN-INLINE2-ZARR-FIX,dfhgfdghfdhg,BioHub Run Inline2 zarr fix,biohub-run-inline2-zarr-fix,https://www.kaggle.com/code/dfhgfdghfdhg/biohub-run-inline2-zarr-fix,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Cellpose,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_DNICHOLSON_BIOHUB-UDIT-LB893-EXPLAINED-V1,dnicholson,Biohub Udit LB893 Explained V1,biohub-udit-lb893-explained-v1,https://www.kaggle.com/code/dnicholson/biohub-udit-lb893-explained-v1,UNKNOWN,UNKNOWN,,,2mo ago,,0,0.893,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,graph optimization cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_EVGENDVORKIN_BIOHUB-0-934-LB-PROXY-SCORE-0-9384,evgendvorkin,Biohub  0.934 LB PROXY_SCORE=0.9384,biohub-0-934-lb-proxy-score-0-9384,https://www.kaggle.com/code/evgendvorkin/biohub-0-934-lb-proxy-score-0-9384,UNKNOWN,UNKNOWN,,,2d ago,85,0,0.934,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,3D U-Net tracking | 3D cell tracking | GEFF | biohub-cell-tracking-during-development | division jaccard | transformer cell tracking | zebrafish cell tracking,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=7 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_FAGBOLAPETER_02-TRACKING-BASELINE,fagbolapeter,02_tracking_baseline ,02-tracking-baseline,https://www.kaggle.com/code/fagbolapeter/02-tracking-baseline,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,StarDist | Trackastra | Ultrack,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=3 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_FAGBOLAPETER_04-NNEIGBOUR-LINKING,fagbolapeter,04 — NNEIGBOUR LINKING,04-nneigbour-linking,https://www.kaggle.com/code/fagbolapeter/04-nneigbour-linking,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,StarDist | Trackastra | Ultrack,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=3 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_FLEXONAFFT_BIOHUB-AGREEMENT-GATED-DUAL-SEED-FUSION,flexonafft,Biohub Agreement-Gated Dual-Seed Fusion,biohub-agreement-gated-dual-seed-fusion,https://www.kaggle.com/code/flexonafft/biohub-agreement-gated-dual-seed-fusion,UNKNOWN,UNKNOWN,,,20h ago,30,1,0.935,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,Hotness,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
KAGGLE_CODE_FLEXONAFFT_BIOHUB-HARMONIC-FUSION,flexonafft,Biohub Harmonic Fusion,biohub-harmonic-fusion,https://www.kaggle.com/code/flexonafft/biohub-harmonic-fusion,25,UNKNOWN,,,1d ago,88,0,0.933,KAGGLE_CODE_LIST_CARD_DYNAMIC,NvidiaTeslaT4,NOT_VERIFIED_OUTPUTS_EMPTY,false,biohub-deepcenter-unet3d-center-prior-v1 | competitions | datasets,/kaggle/working/dual_seed_frame_retention_guard_report.json | /kaggle/working/submission.csv | /kaggle/working/wheels | submission.csv,UNKNOWN_NOT_EXPOSED,FULL_NOTEBOOK_SOURCE_READ,false,3a2e1c7798904a91a0ee3fafa74f09f4f970e780ef970752a52bf11767986099,201600,0,10,0,true,GEFF | Most Votes | biohub-cell-tracking-during-development | division jaccard,false,UNKNOWN_DYNAMIC_SCORE_UNBOUND_TO_SOURCE_VERSION,discovered_in=4 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission; all 10 code cells hashed and semantically scanned; OUTPUTS_CLEARED_OR_ABSENT_IN_GETKERNEL_SOURCE; UNKNOWN_NOT_EXPOSED_BY_CURRENT_GETKERNEL_RESPONSE; UNKNOWN_API_LAST_RUN_TIME_FIELD_ANOMALOUS_REQUEST_CADENCE_MINUS_3_DAYS
KAGGLE_CODE_HARSHITSAMA_BIOHUB-SCORING-DATA-FULLY-EXPLAINED,harshitsama,"BioHub Scoring & Data, Fully Explained",biohub-scoring-data-fully-explained,https://www.kaggle.com/code/harshitsama/biohub-scoring-data-fully-explained,UNKNOWN,UNKNOWN,,,,,0,,KAGGLE_CODE_LIST_CARD_DYNAMIC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,METADATA_ONLY,false,,,,,,false,adjusted edge jaccard,false,UNKNOWN_NO_PAGE_SCORE_OBSERVED,discovered_in=1 visible query/sort occurrences; Code card score is dynamic and not bound to current GetKernel source or a submission
