source_id,discussion_id,title,author,author_role,created_at,updated_at,votes,comment_count,url,topic,read_status,first_post_read,comments_loaded,comments_total,host_reply_present,evidence_path,notes
KDISC_729878,729878,How many test samples?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/729878,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_listing_pages_1_3.json,Logged-in Discussion listing discovery only; page=3; rank=19; no body inference.
KDISC_727957,727957,Any update on the re-scoring timeline?,Simon Rüba,Participant,a month ago,UNKNOWN,13,3,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/727957,method_or_operations,FULL_THREAD_READ,true,3,3,true,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/root_discussion_deep_reads.json,发帖者报告当时 Leaderboard 仍显示补丁前分数；Competition Host 回复重算正在进行并预计次日完成。最终完成状态应以 Kaggle Staff 的 728324 后续确认作为更强证据。
KDISC_728300,728300,"You can score on train locally, and why a clean prediction can go above 1.0",Busya Prime,Participant,a month ago,UNKNOWN,7,0,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/728300,scoring,FULL_THREAD_READ,true,0,0,false,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/root_discussion_deep_reads.json,作者解读官方开源评分器、说明adjusted edge项可能超过1并提供本地评分Notebook。公式可与官方源码交叉核验；关于运行秒级等属于 AUTHOR_CLAIM。
KDISC_727881,727881,zarr import error in submitted notebook,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/727881,data_format,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_listing_pages_1_3.json,Logged-in Discussion listing discovery only; page=3; rank=22; no body inference.
KDISC_727051,727051,I made a video about this competition!,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/727051,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_listing_pages_1_3.json,Logged-in Discussion listing discovery only; page=3; rank=23; no body inference.
KDISC_716952,716952,"Rule-based is surprisingly strong? (currently 7th/344teams / gold zone, no learning)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/716952,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_726381,726381,Potential Ground Truth Annotation Gaps in Boundary Cells,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/726381,ground_truth,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=5; no body inference.
KDISC_726526,726526,Submission Stuck,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/726526,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_727462,727462,[Tutorial] Kaggle Environment Setup & First Submission Guide (with Offline Zarr Fix),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/727462,data_format,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=5; no body inference.
KDISC_724917,724917,"Scoring timeouts: evidence it's graph connectivity, not size",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/724917,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=5; no body inference.
KDISC_724502,724502,Clarification on Using a Self-Trained Model in Notebook Submission,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/724502,training,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_724914,724914,What's the actual runtime limit for the private grading rerun?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/724914,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_723898,723898,Seeking Advice on Scaling Algorithm v1.0.3 LAP Tracking Baseline (Current Local CV: ~0.590) – Beyond Frame-to-Frame Euclidean Assignment,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/723898,validation,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_723921,723921,Ground truth for all 4 test clips appears to be present in the train split,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/723921,training,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_726955,726955,Zarr import,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/726955,data_format,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=5; no body inference.
KDISC_723694,723694,Zebra fish cell tracking EDA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/723694,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=4; no body inference.
KDISC_718110,718110,How do people use AI tools in competitions,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/718110,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=5; no body inference.
KDISC_724323,724323,"Baseline parameter tuning log, what's working and what isn't.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.kaggle.com/competitions/biohub-cell-tracking-during-development/discussion/724323,method_or_operations,TITLE_SNIPPET_ONLY,false,0,UNKNOWN,UNKNOWN,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/evidence/discussion_keyword_searches.json,Logged-in Discussion listing discovery only; page=keyword_search; rank=7; no body inference.
