source_id,owner_repo,url,description,relation_to_competition,stars,forks,default_branch,latest_commit_sha,latest_commit_date,license,archived,file_count,read_status,files_actually_read,evidence_path,notes
GH-DISCOVERY-drosadocastro-bit__Atabey,drosadocastro-bit/Atabey,https://github.com/drosadocastro-bit/Atabey,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT;GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-elephant-track__elephant-server,elephant-track/elephant-server,https://github.com/elephant-track/elephant-server,interactive deep-learning tracker,incremental_deep_learning_3d_tracking,9,6,main,2c132b3277a5b24468587e4542384788afe71d99,2026-05-29T09:07:49+09:00,BSD-family,False,214,TARGET_FILES_READ,README.md;LICENSE;requirements.txt;elephant-core/setup.py;elephant-core/elephant/datasets.py;elephant-core/elephant/models.py;elephant-core/elephant/losses.py;script/train.py;script/eval.py;script/run_elephant.py;script/dataset_generator.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/elephant-track__elephant-server/repo_evidence.json,"queries=GH-DEEP-SELECTION;GH-WEB-008;GH-WEB-009;GH-WEB-010; scientifically relevant to learned temporal fields; target-file read only, not a ready competition adapter; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-FaisalTabrez__Kaggle_Bio,FaisalTabrez/Kaggle_Bio,https://github.com/FaisalTabrez/Kaggle_Bio,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-gabrielribcesario__DIC-C2DH-Hela,gabrielribcesario/DIC-C2DH-Hela,https://github.com/gabrielribcesario/DIC-C2DH-Hela,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-gano0802__Biohub---Cell-Tracking-During-Development,gano0802/Biohub---Cell-Tracking-During-Development,https://github.com/gano0802/Biohub---Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-georgesmiley-ut__biohub-cell-tracking,georgesmiley-ut/biohub-cell-tracking,https://github.com/georgesmiley-ut/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-gluzdovds-wq__Biohub---Cell-Tracking-During-Development,gluzdovds-wq/Biohub---Cell-Tracking-During-Development,https://github.com/gluzdovds-wq/Biohub---Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-helalabcd__trackastrassl,helalabcd/trackastrassl,https://github.com/helalabcd/trackastrassl,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-005; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-henryyantq__Ultrack_experimental,henryyantq/Ultrack_experimental,https://github.com/henryyantq/Ultrack_experimental,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-homeshwarnelakurthi__Biohub---Cell-Tracking-During-Development,homeshwarnelakurthi/Biohub---Cell-Tracking-During-Development,https://github.com/homeshwarnelakurthi/Biohub---Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-HOnO726__kaggle_biohub,HOnO726/kaggle_biohub,https://github.com/HOnO726/kaggle_biohub,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Hugodevpro__BioHub-Cell-Tracking-computer-vision,Hugodevpro/BioHub-Cell-Tracking-computer-vision,https://github.com/Hugodevpro/BioHub-Cell-Tracking-computer-vision,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-jackyko1991__Ultrack-Cluster,jackyko1991/Ultrack-Cluster,https://github.com/jackyko1991/Ultrack-Cluster,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-jamila-griffith__Tracking_OECs-Using-Trackastra-,jamila-griffith/Tracking_OECs-Using-Trackastra-,https://github.com/jamila-griffith/Tracking_OECs-Using-Trackastra-,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-005; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-jazmin-sha__ULTracker,jazmin-sha/ULTracker,https://github.com/jazmin-sha/ULTracker,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-jazmin-sha__ulTrackHero,jazmin-sha/ulTrackHero,https://github.com/jazmin-sha/ulTrackHero,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Jin-Ruoting__Cell-Tracking-During-Development,Jin-Ruoting/Cell-Tracking-During-Development,https://github.com/Jin-Ruoting/Cell-Tracking-During-Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-johnlampa__ultrack,johnlampa/ultrack,https://github.com/johnlampa/ultrack,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-004; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-JorgeArguello1999__U-Net,JorgeArguello1999/U-Net,https://github.com/JorgeArguello1999/U-Net,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-jsphyg__biohub-cell-tracking-kaggle,jsphyg/biohub-cell-tracking-kaggle,https://github.com/jsphyg/biohub-cell-tracking-kaggle,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-JunhaoLiXD__Biohub_Cell_Tracking,JunhaoLiXD/Biohub_Cell_Tracking,https://github.com/JunhaoLiXD/Biohub_Cell_Tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-KabiththananParan__biohub-cell-tracking,KabiththananParan/biohub-cell-tracking,https://github.com/KabiththananParan/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Kai-Gowers__biohub-cell-tracking-v2,Kai-Gowers/biohub-cell-tracking-v2,https://github.com/Kai-Gowers/biohub-cell-tracking-v2,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Kapoorlabs-CAPED__KapoorLabs-Lightning,Kapoorlabs-CAPED/KapoorLabs-Lightning,https://github.com/Kapoorlabs-CAPED/KapoorLabs-Lightning,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-kevzho__kaggle-comps,kevzho/kaggle-comps,https://github.com/kevzho/kaggle-comps,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-CODE-FIRST-PAGE-RELEVANT; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-kito2718__kaggle_Biohub-Cell_Tracking_During_Development,kito2718/kaggle_Biohub-Cell_Tracking_During_Development,https://github.com/kito2718/kaggle_Biohub-Cell_Tracking_During_Development,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-kito2718__kaggle_Biohub-Cell_Tracking_During_Development2,kito2718/kaggle_Biohub-Cell_Tracking_During_Development2,https://github.com/kito2718/kaggle_Biohub-Cell_Tracking_During_Development2,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002;GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-ksugar__CTC-IGFL-FR,ksugar/CTC-IGFL-FR,https://github.com/ksugar/CTC-IGFL-FR,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-ksugar__elephant-ctc,ksugar/elephant-ctc,https://github.com/ksugar/elephant-ctc,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-009;GH-WEB-010; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-Kukomoo__cell-tracking-biohub,Kukomoo/cell-tracking-biohub,https://github.com/Kukomoo/cell-tracking-biohub,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-003; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-leooooeo__Biohub---Cell-Tracking-During-Development-unet,leooooeo/Biohub---Cell-Tracking-During-Development-unet,https://github.com/leooooeo/Biohub---Cell-Tracking-During-Development-unet,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-001;GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-live-image-tracking-tools__geff,live-image-tracking-tools/geff,https://github.com/live-image-tracking-tools/geff,interchange format reference,geff_reference_implementation,42,13,main,5727ad6e7b2a1fd04ee4a24c9e897939131a15fd,2026-08-27T16:28:27-04:00,MIT,False,102,FULL_RELEVANT_REPO_SOURCE_READ,README.md;LICENSE;pyproject.toml;geff-schema.json;packages/geff/README.md;packages/geff/pyproject.toml;packages/geff/src/geff/core_io/_base_read.py;packages/geff/src/geff/core_io/_base_write.py;packages/geff/src/geff/convert/_ctc.py;packages/geff/src/geff/validate/graph.py;packages/geff/src/geff/validate/tracks.py;packages/geff/src/geff/_graph_libs/_graph_adapter.py;packages/geff-spec/src/geff_spec/_schema.py;.pre-commit-config.yaml;CONTRIBUTING.md;docs/_hooks.py;docs/command-line-tools.md;docs/compatibility.md;docs/convert.md;docs/geffception.md;docs/index.md;docs/js/mathjax.js;docs/specification.md;docs/tips-and-tricks.md;docs/tracking.md;docs/what-is-geff.md;mkdocs.yml;packages/geff-spec/LICENSE;packages/geff-spec/README.md;packages/geff-spec/pyproject.toml;packages/geff-spec/src/geff_spec/__init__.py;packages/geff-spec/src/geff_spec/_axis.py;packages/geff-spec/src/geff_spec/_prop_metadata.py;packages/geff-spec/src/geff_spec/_valid_values.py;packages/geff-spec/src/geff_spec/utils.py;packages/geff-spec/tests/conftest.py;packages/geff-spec/tests/test_axis.py;packages/geff-spec/tests/test_prop_metadata.py;packages/geff-spec/tests/test_schema.py;packages/geff-spec/tests/test_utils.py;packages/geff-spec/tests/test_valid_values.py;packages/geff/LICENSE;packages/geff/src/geff/__init__.py;packages/geff/src/geff/_cli.py;packages/geff/src/geff/_graph_libs/README.md;packages/geff/src/geff/_graph_libs/__init__.py;packages/geff/src/geff/_graph_libs/_api_wrapper.py;packages/geff/src/geff/_graph_libs/_backend_protocol.py;packages/geff/src/geff/_graph_libs/_errors.py;packages/geff/src/geff/_graph_libs/_networkx.py;packages/geff/src/geff/_graph_libs/_rustworkx.py;packages/geff/src/geff/_graph_libs/_spatial_graph.py;packages/geff/src/geff/_path.py;packages/geff/src/geff/_typing.py;packages/geff/src/geff/convert/__init__.py;packages/geff/src/geff/convert/_dataframe.py;packages/geff/src/geff/convert/_trackmate_xml.py;packages/geff/src/geff/core_io/__init__.py;packages/geff/src/geff/core_io/_serialization.py;packages/geff/src/geff/core_io/_utils.py;packages/geff/src/geff/testing/__init__.py;packages/geff/src/geff/testing/_utils.py;packages/geff/src/geff/testing/data.py;packages/geff/src/geff/validate/__init__.py;packages/geff/src/geff/validate/data.py;packages/geff/src/geff/validate/segmentation.py;packages/geff/src/geff/validate/shapes.py;packages/geff/src/geff/validate/structure.py;packages/geff/tests/__init__.py;packages/geff/tests/data/FakeTracks.xml;packages/geff/tests/test_bench.py;packages/geff/tests/test_cli.py;packages/geff/tests/test_convert/test_ctc.py;packages/geff/tests/test_convert/test_dataframe.py;packages/geff/tests/test_convert/test_trackmate_xml.py;packages/geff/tests/test_core_io/test_base_read.py;packages/geff/tests/test_core_io/test_base_write.py;packages/geff/tests/test_core_io/test_core_utils.py;packages/geff/tests/test_core_io/test_serialization.py;packages/geff/tests/test_docs/test_specification_json.py;packages/geff/tests/test_graph_libs/test_api_wrapper.py;packages/geff/tests/test_testing/test_testing_data.py;packages/geff/tests/test_validate/test_graph.py;packages/geff/tests/test_validate/test_segmentation.py;packages/geff/tests/test_validate/test_shapes.py;packages/geff/tests/test_validate/test_structure.py;packages/geff/tests/test_validate/test_tracks.py;packages/geff/tests/test_validate/test_validate_data.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/live-image-tracking-tools__geff/repo_evidence.json,"queries=GH-DEEP-SELECTION;GH-RS-006;GH-WEB-005;GH-WEB-006; GEFF is an interoperability substrate, not a tracking algorithm; GitHub owner/repo identifier is stored in owner_repo."
GH-DEEP-live-image-tracking-tools__geff-java,live-image-tracking-tools/geff-java,https://github.com/live-image-tracking-tools/geff-java,cross-language GEFF implementation,geff_cross_language_implementation,2,0,main,2e071f6295c8fe488182d15b7b80c0e366d9c9f4,2026-07-19T16:45:20+02:00,BSD-family,False,106,FULL_RELEVANT_REPO_SOURCE_READ,.pre-commit-ci.yaml;.pre-commit-config.yaml;LICENSE.txt;README.md;cross-language-tests/README.md;cross-language-tests/pyproject.toml;cross-language-tests/run_tests.py;doc/IMPLEMENTATION_PROGRESS.md;doc/V1_COMPATIBILITY_SUMMARY.md;doc/V1_SPEC_COMPATIBILITY_PLAN.md;doc/VARLENGTH_IMPLEMENTATION.md;doc/release.md;imglib2-eclipse-mars-clean-up-formatter-style.xml;pom.xml;src/main/java/org/mastodon/geff/Geff.java;src/main/java/org/mastodon/geff/GeffAxis.java;src/main/java/org/mastodon/geff/GeffEdge.java;src/main/java/org/mastodon/geff/GeffMetadata.java;src/main/java/org/mastodon/geff/GeffNode.java;src/main/java/org/mastodon/geff/GeffUtils.java;src/main/java/org/mastodon/geff/PropMetadata.java;src/main/java/org/mastodon/geff/RoundTripGeff.java;src/main/java/org/mastodon/geff/VarlengthProperty.java;src/main/java/org/mastodon/geff/geom/GeffSerializableVertex.java;src/test/java/org/mastodon/geff/ChunkedWriteTest.java;src/test/java/org/mastodon/geff/GeffAxisTest.java;src/test/java/org/mastodon/geff/GeffCreateTest.java;src/test/java/org/mastodon/geff/GeffTest.java;src/test/java/org/mastodon/geff/VarlengthPropertyTest.java;src/test/java/org/mastodon/geff/VarlengthPropertyWriteTest.java;src/test/java/org/mastodon/geff/VersionPatternTest.java,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/live-image-tracking-tools__geff-java/repo_evidence.json,"queries=GH-DEEP-SELECTION;GH-RS-006;GH-WEB-006; complete relevant-source read confirms interoperability role, not a tracking method; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-live-image-tracking-tools__geff-js-validator,live-image-tracking-tools/geff-js-validator,https://github.com/live-image-tracking-tools/geff-js-validator,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-006; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DISCOVERY-live-image-tracking-tools__napari-geff,live-image-tracking-tools/napari-geff,https://github.com/live-image-tracking-tools/napari-geff,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-006;GH-WEB-006; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
GH-DEEP-m9h__biohub-starter,m9h/biohub-starter,https://github.com/m9h/biohub-starter,competition validation/research starter,competition_participant_validation_starter,1,1,master,c3cdf6bcace5708806efbdac61dcdf6691a234bf,2026-07-25T17:06:06-07:00,NO_LICENSE_FILE_OBSERVED,False,20,FULL_RELEVANT_REPO_SOURCE_READ,README.md;FINDINGS.md;CV_LB_LOG.md;notebook/embryo_holdout_validation.py;scripts/analyze_dataset.py;scripts/eval_per_sample.py;scripts/make_embryo_splits.py;scripts/analyze_candidate_divisions.py;scripts/build_division_classifier.py;scripts/postprocess.py;notebook/embryo_holdout_validation.ipynb;notes/HISTORY_AND_IDEAS.md;notes/PAPER.md;notes/READING_LIST.md;notes/SLIDES.md;scripts/compare_configs.py;scripts/diagnose_divisions.py;scripts/ot_division_probe.py;scripts/ot_probe_detector.py,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/m9h__biohub-starter/repo_evidence.json,"queries=GH-CODE-FIRST-PAGE-RELEVANT;GH-DEEP-SELECTION;GH-RS-001;GH-RS-002;GH-RS-003; main contribution is split/evaluation design; README scores and leaderboard statements are AUTHOR_CLAIM, not independently rerun; GitHub owner/repo identifier is stored in owner_repo."
GH-DISCOVERY-manikmayur__biohub-cell-tracking,manikmayur/biohub-cell-tracking,https://github.com/manikmayur/biohub-cell-tracking,Search-result repository title/link only,SEARCH_DISCOVERY_NOT_DEEP_READ,,,,,,NOT_CHECKED,NOT_CHECKED,,TITLE_SNIPPET_ONLY,,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/github_ecosystem/evidence/search_query_pages.json,queries=GH-RS-002; no README/source claim; GitHub owner/repo identifier is stored in owner_repo.
