name,total_bytes,creation_date,result_page
train/44b6_1574802b.zarr/0/c/26/0/0/0,4257336,2026-06-26 18:12:29.745000,6
train/44b6_1574802b.zarr/0/c/27/0/0/0,4240713,2026-06-26 18:12:28.492000,6
train/44b6_1574802b.zarr/0/c/28/0/0/0,4229472,2026-06-26 18:12:28.039000,6
train/44b6_1574802b.zarr/0/c/29/0/0/0,4215553,2026-06-26 18:12:19.574000,6
train/44b6_1574802b.zarr/0/c/3/0/0/0,4340338,2026-06-26 18:12:23.525000,6
train/44b6_1574802b.zarr/0/c/30/0/0/0,4214982,2026-06-26 18:12:22.294000,6
train/44b6_1574802b.zarr/0/c/31/0/0/0,4195397,2026-06-26 18:12:29.139000,6
train/44b6_1574802b.zarr/0/c/32/0/0/0,4187357,2026-06-26 18:12:27.476000,6
train/44b6_1574802b.zarr/0/c/33/0/0/0,4169305,2026-06-26 18:12:19.158000,6
train/44b6_1574802b.zarr/0/c/34/0/0/0,4163337,2026-06-26 18:12:20.944000,6
train/44b6_1574802b.zarr/0/c/35/0/0/0,4162791,2026-06-26 18:12:19.633000,6
train/44b6_1574802b.zarr/0/c/36/0/0/0,4142016,2026-06-26 18:12:25.128000,6
train/44b6_1574802b.zarr/0/c/37/0/0/0,4122414,2026-06-26 18:12:28.301000,6
train/44b6_1574802b.zarr/0/c/38/0/0/0,4110385,2026-06-26 18:12:28.145000,7
train/44b6_1574802b.zarr/0/c/39/0/0/0,4110117,2026-06-26 18:12:22.235000,7
train/44b6_1574802b.zarr/0/c/4/0/0/0,4346259,2026-06-26 18:12:21.556000,7
train/44b6_1574802b.zarr/0/c/40/0/0/0,4107244,2026-06-26 18:12:18.465000,7
train/44b6_1574802b.zarr/0/c/41/0/0/0,4088746,2026-06-26 18:12:22.680000,7
train/44b6_1574802b.zarr/0/c/42/0/0/0,4078363,2026-06-26 18:12:24.265000,7
train/44b6_1574802b.zarr/0/c/43/0/0/0,4066381,2026-06-26 18:12:29.472000,7
train/44b6_1574802b.zarr/0/c/44/0/0/0,4041988,2026-06-26 18:12:25.951000,7
train/44b6_1574802b.zarr/0/c/45/0/0/0,4035150,2026-06-26 18:12:20.762000,7
train/44b6_1574802b.zarr/0/c/46/0/0/0,4022170,2026-06-26 18:12:19.736000,7
train/44b6_1574802b.zarr/0/c/47/0/0/0,4003973,2026-06-26 18:12:22.402000,7
train/44b6_1574802b.zarr/0/c/48/0/0/0,3999511,2026-06-26 18:12:17.887000,7
train/44b6_1574802b.zarr/0/c/49/0/0/0,4000521,2026-06-26 18:12:19.305000,7
train/44b6_1574802b.zarr/0/c/5/0/0/0,4336816,2026-06-26 18:12:28.572000,7
train/44b6_1574802b.zarr/0/c/50/0/0/0,3984290,2026-06-26 18:12:23.811000,7
train/44b6_1574802b.zarr/0/c/51/0/0/0,3976375,2026-06-26 18:12:24.043000,7
train/44b6_1574802b.zarr/0/c/52/0/0/0,3956490,2026-06-26 18:12:25.393000,7
train/44b6_1574802b.zarr/0/c/53/0/0/0,3948625,2026-06-26 18:12:27.613000,7
train/44b6_1574802b.zarr/0/c/54/0/0/0,3924972,2026-06-26 18:12:25.644000,7
train/44b6_1574802b.zarr/0/c/55/0/0/0,3919660,2026-06-26 18:12:27.378000,7
train/44b6_1574802b.zarr/0/c/56/0/0/0,3899796,2026-06-26 18:12:24.976000,7
train/44b6_1574802b.zarr/0/c/57/0/0/0,3851447,2026-06-26 18:12:25.509000,7
train/44b6_1574802b.zarr/0/c/58/0/0/0,3840338,2026-06-26 18:12:27.767000,7
train/44b6_1574802b.zarr/0/c/59/0/0/0,3842034,2026-06-26 18:12:21.429000,7
train/44b6_1574802b.zarr/0/c/6/0/0/0,4341623,2026-06-26 18:12:26.110000,7
train/44b6_1574802b.zarr/0/c/60/0/0/0,3831970,2026-06-26 18:12:29.614000,7
train/44b6_1574802b.zarr/0/c/61/0/0/0,3831963,2026-06-26 18:12:19.072000,7
train/44b6_1574802b.zarr/0/c/62/0/0/0,3835011,2026-06-26 18:12:27.919000,7
train/44b6_1574802b.zarr/0/c/63/0/0/0,3821098,2026-06-26 18:12:23.933000,7
train/44b6_1574802b.zarr/0/c/64/0/0/0,3807392,2026-06-26 18:12:17.978000,7
train/44b6_1574802b.zarr/0/c/65/0/0/0,3795202,2026-06-26 18:12:28.206000,7
train/44b6_1574802b.zarr/0/c/66/0/0/0,3791624,2026-06-26 18:12:18.764000,7
train/44b6_1574802b.zarr/0/c/67/0/0/0,3773184,2026-06-26 18:12:25.025000,7
train/44b6_1574802b.zarr/0/c/68/0/0/0,3765470,2026-06-26 18:12:26.326000,7
train/44b6_1574802b.zarr/0/c/69/0/0/0,3762374,2026-06-26 18:12:21.094000,7
train/44b6_1574802b.zarr/0/c/7/0/0/0,4344157,2026-06-26 18:12:24.600000,7
train/44b6_1574802b.zarr/0/c/70/0/0/0,3751871,2026-06-26 18:12:21.917000,7
train/44b6_1574802b.zarr/0/c/71/0/0/0,3760954,2026-06-26 18:12:21.990000,7
train/44b6_1574802b.zarr/0/c/72/0/0/0,3744312,2026-06-26 18:12:22.731000,7
train/44b6_1574802b.zarr/0/c/73/0/0/0,3747975,2026-06-26 18:12:18.653000,7
train/44b6_1574802b.zarr/0/c/74/0/0/0,3750190,2026-06-26 18:12:25.862000,7
train/44b6_1574802b.zarr/0/c/75/0/0/0,3740568,2026-06-26 18:12:21.714000,7
train/44b6_1574802b.zarr/0/c/76/0/0/0,3740829,2026-06-26 18:12:20.243000,7
train/44b6_1574802b.zarr/0/c/77/0/0/0,3739211,2026-06-26 18:12:18.388000,7
train/44b6_1574802b.zarr/0/c/78/0/0/0,3731905,2026-06-26 18:12:19.886000,7
train/44b6_1574802b.zarr/0/c/79/0/0/0,3722973,2026-06-26 18:12:27.118000,7
train/44b6_1574802b.zarr/0/c/8/0/0/0,4345797,2026-06-26 18:12:22.121000,7
train/44b6_1574802b.zarr/0/c/80/0/0/0,3715865,2026-06-26 18:12:27.205000,7
train/44b6_1574802b.zarr/0/c/81/0/0/0,3705146,2026-06-26 18:12:28.985000,7
train/44b6_1574802b.zarr/0/c/82/0/0/0,3697788,2026-06-26 18:12:28.951000,7
train/44b6_1574802b.zarr/0/c/83/0/0/0,3684666,2026-06-26 18:12:24.207000,7
train/44b6_1574802b.zarr/0/c/84/0/0/0,3678856,2026-06-26 18:12:21.775000,7
train/44b6_1574802b.zarr/0/c/85/0/0/0,3672640,2026-06-26 18:12:26.964000,7
train/44b6_1574802b.zarr/0/c/86/0/0/0,3662750,2026-06-26 18:12:25.201000,7
train/44b6_1574802b.zarr/0/c/87/0/0/0,3661334,2026-06-26 18:12:26.662000,7
train/44b6_1574802b.zarr/0/c/88/0/0/0,3647164,2026-06-26 18:12:27.125000,7
train/44b6_1574802b.zarr/0/c/89/0/0/0,3634793,2026-06-26 18:12:20.711000,7
train/44b6_1574802b.zarr/0/c/9/0/0/0,4330287,2026-06-26 18:12:22.613000,7
train/44b6_1574802b.zarr/0/c/90/0/0/0,3620664,2026-06-26 18:12:26.564000,7
train/44b6_1574802b.zarr/0/c/91/0/0/0,3614730,2026-06-26 18:12:25.736000,7
train/44b6_1574802b.zarr/0/c/92/0/0/0,3602837,2026-06-26 18:12:27.568000,7
train/44b6_1574802b.zarr/0/c/93/0/0/0,3606980,2026-06-26 18:12:18.605000,7
train/44b6_1574802b.zarr/0/c/94/0/0/0,3604204,2026-06-26 18:12:28.641000,7
train/44b6_1574802b.zarr/0/c/95/0/0/0,3594860,2026-06-26 18:12:20.317000,7
train/44b6_1574802b.zarr/0/c/96/0/0/0,3583888,2026-06-26 18:12:19.037000,7
train/44b6_1574802b.zarr/0/c/97/0/0/0,3582599,2026-06-26 18:12:26.439000,7
train/44b6_1574802b.zarr/0/c/98/0/0/0,3574909,2026-06-26 18:12:23.686000,7
train/44b6_1574802b.zarr/0/c/99/0/0/0,3580278,2026-06-26 18:12:23.101000,7
train/44b6_1574802b.zarr/0/zarr.json,760,2026-06-26 18:12:29.673000,7
train/44b6_1574802b.zarr/zarr.json,1278,2026-06-26 18:12:29.669000,7
train/44b6_18ced818.geff/edges/ids/c/0/0,385,2026-06-26 18:02:05.121000,7
train/44b6_18ced818.geff/edges/ids/zarr.json,634,2026-06-26 18:02:05.075000,7
train/44b6_18ced818.geff/edges/props/zarr.json,99,2026-06-26 18:02:05.099000,7
train/44b6_18ced818.geff/edges/zarr.json,99,2026-06-26 18:02:05.091000,7
train/44b6_18ced818.geff/nodes/ids/c/0,386,2026-06-26 18:02:05.080000,7
train/44b6_18ced818.geff/nodes/ids/zarr.json,618,2026-06-26 18:02:05.075000,7
train/44b6_18ced818.geff/nodes/props/t/values/c/0,147,2026-06-26 18:02:05.079000,7
train/44b6_18ced818.geff/nodes/props/t/values/zarr.json,617,2026-06-26 18:02:05.123000,7
train/44b6_18ced818.geff/nodes/props/t/zarr.json,99,2026-06-26 18:02:05.112000,7
train/44b6_18ced818.geff/nodes/props/x/values/c/0,156,2026-06-26 18:02:05.083000,7
train/44b6_18ced818.geff/nodes/props/x/values/zarr.json,617,2026-06-26 18:02:05.091000,7
train/44b6_18ced818.geff/nodes/props/x/zarr.json,99,2026-06-26 18:02:05.073000,7
train/44b6_18ced818.geff/nodes/props/y/values/c/0,155,2026-06-26 18:02:05.125000,7
train/44b6_18ced818.geff/nodes/props/y/values/zarr.json,617,2026-06-26 18:02:05.069000,7
train/44b6_18ced818.geff/nodes/props/y/zarr.json,99,2026-06-26 18:02:05.104000,7
train/44b6_18ced818.geff/nodes/props/z/values/c/0,122,2026-06-26 18:02:05.092000,7
train/44b6_18ced818.geff/nodes/props/z/values/zarr.json,617,2026-06-26 18:02:05.080000,7
train/44b6_18ced818.geff/nodes/props/z/zarr.json,99,2026-06-26 18:02:05.076000,7
train/44b6_18ced818.geff/nodes/props/zarr.json,99,2026-06-26 18:02:05.083000,7
train/44b6_18ced818.geff/nodes/zarr.json,99,2026-06-26 18:02:05.095000,7
train/44b6_18ced818.geff/zarr.json,2102,2026-06-26 18:02:05.089000,7
train/44b6_18ced818.zarr/0/c/0/0/0/0,5414302,2026-06-26 18:40:18.084000,7
train/44b6_18ced818.zarr/0/c/1/0/0/0,5430353,2026-06-26 18:40:15.976000,7
train/44b6_18ced818.zarr/0/c/10/0/0/0,5521059,2026-06-26 18:40:22.036000,7
train/44b6_18ced818.zarr/0/c/11/0/0/0,5523430,2026-06-26 18:40:18.889000,7
train/44b6_18ced818.zarr/0/c/12/0/0/0,5531882,2026-06-26 18:40:12.070000,7
train/44b6_18ced818.zarr/0/c/13/0/0/0,5539949,2026-06-26 18:40:13.228000,7
train/44b6_18ced818.zarr/0/c/14/0/0/0,5555703,2026-06-26 18:40:15.776000,7
train/44b6_18ced818.zarr/0/c/15/0/0/0,5568526,2026-06-26 18:40:18.320000,7
train/44b6_18ced818.zarr/0/c/16/0/0/0,5555721,2026-06-26 18:40:22.204000,7
train/44b6_18ced818.zarr/0/c/17/0/0/0,5558221,2026-06-26 18:40:26.484000,7
train/44b6_18ced818.zarr/0/c/18/0/0/0,5563955,2026-06-26 18:40:25.783000,7
train/44b6_18ced818.zarr/0/c/19/0/0/0,5585220,2026-06-26 18:40:13.345000,7
train/44b6_18ced818.zarr/0/c/2/0/0/0,5444830,2026-06-26 18:40:10.851000,7
train/44b6_18ced818.zarr/0/c/20/0/0/0,5587878,2026-06-26 18:40:16.254000,7
train/44b6_18ced818.zarr/0/c/21/0/0/0,5591820,2026-06-26 18:40:18.745000,7
train/44b6_18ced818.zarr/0/c/22/0/0/0,5585057,2026-06-26 18:40:26.325000,7
train/44b6_18ced818.zarr/0/c/23/0/0/0,5590979,2026-06-26 18:40:08.949000,7
train/44b6_18ced818.zarr/0/c/24/0/0/0,5581157,2026-06-26 18:40:16.430000,7
train/44b6_18ced818.zarr/0/c/25/0/0/0,5589661,2026-06-26 18:40:09.144000,7
train/44b6_18ced818.zarr/0/c/26/0/0/0,5589716,2026-06-26 18:40:26.969000,7
train/44b6_18ced818.zarr/0/c/27/0/0/0,5599181,2026-06-26 18:40:25.125000,7
train/44b6_18ced818.zarr/0/c/28/0/0/0,5601420,2026-06-26 18:40:24.221000,7
train/44b6_18ced818.zarr/0/c/29/0/0/0,5608120,2026-06-26 18:40:11.038000,7
train/44b6_18ced818.zarr/0/c/3/0/0/0,5453354,2026-06-26 18:40:16.619000,7
train/44b6_18ced818.zarr/0/c/30/0/0/0,5607539,2026-06-26 18:40:15.010000,7
train/44b6_18ced818.zarr/0/c/31/0/0/0,5594642,2026-06-26 18:40:26.115000,7
train/44b6_18ced818.zarr/0/c/32/0/0/0,5582249,2026-06-26 18:40:23.305000,7
train/44b6_18ced818.zarr/0/c/33/0/0/0,5602284,2026-06-26 18:40:10.614000,7
train/44b6_18ced818.zarr/0/c/34/0/0/0,5604991,2026-06-26 18:40:12.854000,7
train/44b6_18ced818.zarr/0/c/35/0/0/0,5618486,2026-06-26 18:40:11.276000,7
train/44b6_18ced818.zarr/0/c/36/0/0/0,5611653,2026-06-26 18:40:19.529000,7
train/44b6_18ced818.zarr/0/c/37/0/0/0,5623556,2026-06-26 18:40:24.962000,7
train/44b6_18ced818.zarr/0/c/38/0/0/0,5613753,2026-06-26 18:40:24.467000,7
train/44b6_18ced818.zarr/0/c/39/0/0/0,5608278,2026-06-26 18:40:14.871000,7
train/44b6_18ced818.zarr/0/c/4/0/0/0,5469196,2026-06-26 18:40:13.862000,7
train/44b6_18ced818.zarr/0/c/40/0/0/0,5608487,2026-06-26 18:40:09.441000,7
train/44b6_18ced818.zarr/0/c/41/0/0/0,5607377,2026-06-26 18:40:15.529000,7
train/44b6_18ced818.zarr/0/c/42/0/0/0,5610870,2026-06-26 18:40:17.926000,7
train/44b6_18ced818.zarr/0/c/43/0/0/0,5614960,2026-06-26 18:40:26.671000,7
train/44b6_18ced818.zarr/0/c/44/0/0/0,5614001,2026-06-26 18:40:20.942000,7
train/44b6_18ced818.zarr/0/c/45/0/0/0,5612547,2026-06-26 18:40:12.674000,7
train/44b6_18ced818.zarr/0/c/46/0/0/0,5607581,2026-06-26 18:40:11.443000,7
train/44b6_18ced818.zarr/0/c/47/0/0/0,5616586,2026-06-26 18:40:15.226000,7
train/44b6_18ced818.zarr/0/c/48/0/0/0,5628923,2026-06-26 18:40:08.620000,7
train/44b6_18ced818.zarr/0/c/49/0/0/0,5627618,2026-06-26 18:40:10.737000,7
train/44b6_18ced818.zarr/0/c/5/0/0/0,5483469,2026-06-26 18:40:25.436000,7
train/44b6_18ced818.zarr/0/c/50/0/0/0,5628527,2026-06-26 18:40:17.016000,7
train/44b6_18ced818.zarr/0/c/51/0/0/0,5624205,2026-06-26 18:40:17.564000,7
train/44b6_18ced818.zarr/0/c/52/0/0/0,5621760,2026-06-26 18:40:20.080000,7
train/44b6_18ced818.zarr/0/c/53/0/0/0,5612336,2026-06-26 18:40:23.789000,7
train/44b6_18ced818.zarr/0/c/54/0/0/0,5612266,2026-06-26 18:40:20.416000,7
train/44b6_18ced818.zarr/0/c/55/0/0/0,5607051,2026-06-26 18:40:23.114000,7
train/44b6_18ced818.zarr/0/c/56/0/0/0,5597023,2026-06-26 18:40:19.042000,7
train/44b6_18ced818.zarr/0/c/57/0/0/0,5581425,2026-06-26 18:40:20.258000,7
train/44b6_18ced818.zarr/0/c/58/0/0/0,5608673,2026-06-26 18:40:23.930000,7
train/44b6_18ced818.zarr/0/c/59/0/0/0,5594765,2026-06-26 18:40:13.641000,7
train/44b6_18ced818.zarr/0/c/6/0/0/0,5492035,2026-06-26 18:40:21.096000,7
train/44b6_18ced818.zarr/0/c/60/0/0/0,5610403,2026-06-26 18:40:26.760000,7
train/44b6_18ced818.zarr/0/c/61/0/0/0,5612926,2026-06-26 18:40:10.138000,7
train/44b6_18ced818.zarr/0/c/62/0/0/0,5605742,2026-06-26 18:40:24.097000,7
train/44b6_18ced818.zarr/0/c/63/0/0/0,5608704,2026-06-26 18:40:17.268000,7
train/44b6_18ced818.zarr/0/c/64/0/0/0,5602242,2026-06-26 18:40:08.775000,7
train/44b6_18ced818.zarr/0/c/65/0/0/0,5593304,2026-06-26 18:40:24.624000,7
train/44b6_18ced818.zarr/0/c/66/0/0/0,5604662,2026-06-26 18:40:10.096000,7
train/44b6_18ced818.zarr/0/c/67/0/0/0,5609771,2026-06-26 18:40:19.354000,7
train/44b6_18ced818.zarr/0/c/68/0/0/0,5628482,2026-06-26 18:40:21.224000,7
train/44b6_18ced818.zarr/0/c/69/0/0/0,5623621,2026-06-26 18:40:12.975000,7
train/44b6_18ced818.zarr/0/c/7/0/0/0,5497567,2026-06-26 18:40:18.473000,7
train/44b6_18ced818.zarr/0/c/70/0/0/0,5626410,2026-06-26 18:40:14.278000,7
train/44b6_18ced818.zarr/0/c/71/0/0/0,5630686,2026-06-26 18:40:14.450000,7
train/44b6_18ced818.zarr/0/c/72/0/0/0,5625309,2026-06-26 18:40:15.616000,7
train/44b6_18ced818.zarr/0/c/73/0/0/0,5632941,2026-06-26 18:40:09.696000,7
train/44b6_18ced818.zarr/0/c/74/0/0/0,5623727,2026-06-26 18:40:20.819000,7
train/44b6_18ced818.zarr/0/c/75/0/0/0,5637764,2026-06-26 18:40:14.089000,7
train/44b6_18ced818.zarr/0/c/76/0/0/0,5631628,2026-06-26 18:40:12.263000,7
train/44b6_18ced818.zarr/0/c/77/0/0/0,5639650,2026-06-26 18:40:09.285000,7
train/44b6_18ced818.zarr/0/c/78/0/0/0,5646762,2026-06-26 18:40:11.849000,7
train/44b6_18ced818.zarr/0/c/79/0/0/0,5651515,2026-06-26 18:40:22.616000,7
train/44b6_18ced818.zarr/0/c/8/0/0/0,5519046,2026-06-26 18:40:14.715000,7
train/44b6_18ced818.zarr/0/c/80/0/0/0,5663726,2026-06-26 18:40:22.914000,7
train/44b6_18ced818.zarr/0/c/81/0/0/0,5669269,2026-06-26 18:40:25.960000,7
train/44b6_18ced818.zarr/0/c/82/0/0/0,5671616,2026-06-26 18:40:25.799000,7
train/44b6_18ced818.zarr/0/c/83/0/0/0,5669982,2026-06-26 18:40:17.787000,7
train/44b6_18ced818.zarr/0/c/84/0/0/0,5670229,2026-06-26 18:40:14.131000,7
train/44b6_18ced818.zarr/0/c/85/0/0/0,5674621,2026-06-26 18:40:22.409000,7
train/44b6_18ced818.zarr/0/c/86/0/0/0,5662719,2026-06-26 18:40:19.828000,7
train/44b6_18ced818.zarr/0/c/87/0/0/0,5665132,2026-06-26 18:40:21.847000,7
train/44b6_18ced818.zarr/0/c/88/0/0/0,5663415,2026-06-26 18:40:22.743000,7
train/44b6_18ced818.zarr/0/c/89/0/0/0,5656849,2026-06-26 18:40:12.554000,7
train/44b6_18ced818.zarr/0/c/9/0/0/0,5511160,2026-06-26 18:40:15.394000,7
train/44b6_18ced818.zarr/0/c/90/0/0/0,5664282,2026-06-26 18:40:21.678000,7
train/44b6_18ced818.zarr/0/c/91/0/0/0,5673155,2026-06-26 18:40:20.522000,7
train/44b6_18ced818.zarr/0/c/92/0/0/0,5670441,2026-06-26 18:40:23.627000,7
train/44b6_18ced818.zarr/0/c/93/0/0/0,5657991,2026-06-26 18:40:09.561000,7
train/44b6_18ced818.zarr/0/c/94/0/0/0,5676476,2026-06-26 18:40:25.566000,7
train/44b6_18ced818.zarr/0/c/95/0/0/0,5671717,2026-06-26 18:40:12.418000,7
train/44b6_18ced818.zarr/0/c/96/0/0/0,5662414,2026-06-26 18:40:10.321000,7
train/44b6_18ced818.zarr/0/c/97/0/0/0,5669490,2026-06-26 18:40:21.443000,7
train/44b6_18ced818.zarr/0/c/98/0/0/0,5663027,2026-06-26 18:40:16.781000,7
train/44b6_18ced818.zarr/0/c/99/0/0/0,5666423,2026-06-26 18:40:16.103000,7
train/44b6_18ced818.zarr/0/zarr.json,760,2026-06-26 18:40:26.884000,7
train/44b6_18ced818.zarr/zarr.json,1295,2026-06-26 18:40:26.869000,7
train/44b6_1d530831.geff/edges/ids/c/0/0,1006,2026-06-26 18:33:13.742000,7
train/44b6_1d530831.geff/edges/ids/zarr.json,636,2026-06-26 18:33:13.743000,7
train/44b6_1d530831.geff/edges/props/zarr.json,99,2026-06-26 18:33:13.728000,7
train/44b6_1d530831.geff/edges/zarr.json,99,2026-06-26 18:33:13.732000,7
train/44b6_1d530831.geff/nodes/ids/c/0,747,2026-06-26 18:33:13.720000,7
train/44b6_1d530831.geff/nodes/ids/zarr.json,618,2026-06-26 18:33:13.728000,7
train/44b6_1d530831.geff/nodes/props/t/values/c/0,173,2026-06-26 18:33:13.714000,7
train/44b6_1d530831.geff/nodes/props/t/values/zarr.json,617,2026-06-26 18:33:13.736000,8
train/44b6_1d530831.geff/nodes/props/t/zarr.json,99,2026-06-26 18:33:13.758000,8
train/44b6_1d530831.geff/nodes/props/x/values/c/0,354,2026-06-26 18:33:13.750000,8
train/44b6_1d530831.geff/nodes/props/x/values/zarr.json,617,2026-06-26 18:33:13.714000,8
train/44b6_1d530831.geff/nodes/props/x/zarr.json,99,2026-06-26 18:33:13.724000,8
train/44b6_1d530831.geff/nodes/props/y/values/c/0,413,2026-06-26 18:33:13.721000,8
train/44b6_1d530831.geff/nodes/props/y/values/zarr.json,617,2026-06-26 18:33:13.715000,8
train/44b6_1d530831.geff/nodes/props/y/zarr.json,99,2026-06-26 18:33:13.747000,8
train/44b6_1d530831.geff/nodes/props/z/values/c/0,247,2026-06-26 18:33:13.747000,8
train/44b6_1d530831.geff/nodes/props/z/values/zarr.json,617,2026-06-26 18:33:13.734000,8
train/44b6_1d530831.geff/nodes/props/z/zarr.json,99,2026-06-26 18:33:13.718000,8
train/44b6_1d530831.geff/nodes/props/zarr.json,99,2026-06-26 18:33:13.729000,8
train/44b6_1d530831.geff/nodes/zarr.json,99,2026-06-26 18:33:13.729000,8
train/44b6_1d530831.geff/zarr.json,2101,2026-06-26 18:33:13.796000,8
train/44b6_1d530831.zarr/0/c/0/0/0/0,4849560,2026-06-26 18:17:12.016000,8
train/44b6_1d530831.zarr/0/c/1/0/0/0,4844723,2026-06-26 18:17:10.073000,8
train/44b6_1d530831.zarr/0/c/10/0/0/0,4877606,2026-06-26 18:17:15.530000,8
train/44b6_1d530831.zarr/0/c/11/0/0/0,4883949,2026-06-26 18:17:12.701000,8
train/44b6_1d530831.zarr/0/c/12/0/0/0,4891526,2026-06-26 18:17:06.612000,8
train/44b6_1d530831.zarr/0/c/13/0/0/0,4892397,2026-06-26 18:17:07.912000,8
train/44b6_1d530831.zarr/0/c/14/0/0/0,4886633,2026-06-26 18:17:09.945000,8
train/44b6_1d530831.zarr/0/c/15/0/0/0,4864883,2026-06-26 18:17:12.094000,8
train/44b6_1d530831.zarr/0/c/16/0/0/0,4874171,2026-06-26 18:17:15.651000,8
train/44b6_1d530831.zarr/0/c/17/0/0/0,4878016,2026-06-26 18:17:19.393000,8
train/44b6_1d530831.zarr/0/c/18/0/0/0,4905941,2026-06-26 18:17:18.453000,8
train/44b6_1d530831.zarr/0/c/19/0/0/0,4900941,2026-06-26 18:17:07.994000,8
train/44b6_1d530831.zarr/0/c/2/0/0/0,4853859,2026-06-26 18:17:05.580000,8
train/44b6_1d530831.zarr/0/c/20/0/0/0,4898021,2026-06-26 18:17:10.435000,8
train/44b6_1d530831.zarr/0/c/21/0/0/0,4897084,2026-06-26 18:17:12.418000,8
train/44b6_1d530831.zarr/0/c/22/0/0/0,4904540,2026-06-26 18:17:19.400000,8
train/44b6_1d530831.zarr/0/c/23/0/0/0,4911036,2026-06-26 18:17:03.763000,8
train/44b6_1d530831.zarr/0/c/24/0/0/0,4912019,2026-06-26 18:17:10.595000,8
train/44b6_1d530831.zarr/0/c/25/0/0/0,4919283,2026-06-26 18:17:03.879000,8
train/44b6_1d530831.zarr/0/c/26/0/0/0,4921844,2026-06-26 18:17:20.042000,8
train/44b6_1d530831.zarr/0/c/27/0/0/0,4927328,2026-06-26 18:17:17.990000,8
train/44b6_1d530831.zarr/0/c/28/0/0/0,4935413,2026-06-26 18:17:17.409000,8
train/44b6_1d530831.zarr/0/c/29/0/0/0,4936525,2026-06-26 18:17:05.756000,8
train/44b6_1d530831.zarr/0/c/3/0/0/0,4856894,2026-06-26 18:17:10.714000,8
train/44b6_1d530831.zarr/0/c/30/0/0/0,4949290,2026-06-26 18:17:09.151000,8
train/44b6_1d530831.zarr/0/c/31/0/0/0,4955254,2026-06-26 18:17:19.156000,8
train/44b6_1d530831.zarr/0/c/32/0/0/0,4958584,2026-06-26 18:17:16.601000,8
train/44b6_1d530831.zarr/0/c/33/0/0/0,4964693,2026-06-26 18:17:05.130000,8
train/44b6_1d530831.zarr/0/c/34/0/0/0,4970418,2026-06-26 18:17:07.577000,8
train/44b6_1d530831.zarr/0/c/35/0/0/0,4973818,2026-06-26 18:17:05.930000,8
train/44b6_1d530831.zarr/0/c/36/0/0/0,4978286,2026-06-26 18:17:13.507000,8
train/44b6_1d530831.zarr/0/c/37/0/0/0,4980205,2026-06-26 18:17:17.801000,8
train/44b6_1d530831.zarr/0/c/38/0/0/0,4993849,2026-06-26 18:17:17.551000,8
train/44b6_1d530831.zarr/0/c/39/0/0/0,5003226,2026-06-26 18:17:09.107000,8
train/44b6_1d530831.zarr/0/c/4/0/0/0,4856963,2026-06-26 18:17:08.209000,8
train/44b6_1d530831.zarr/0/c/40/0/0/0,5017001,2026-06-26 18:17:04.165000,8
train/44b6_1d530831.zarr/0/c/41/0/0/0,5021563,2026-06-26 18:17:09.626000,8
train/44b6_1d530831.zarr/0/c/42/0/0/0,5051211,2026-06-26 18:17:11.850000,8
train/44b6_1d530831.zarr/0/c/43/0/0/0,5045576,2026-06-26 18:17:19.571000,8
train/44b6_1d530831.zarr/0/c/44/0/0/0,5045940,2026-06-26 18:17:14.909000,8
train/44b6_1d530831.zarr/0/c/45/0/0/0,5061916,2026-06-26 18:17:07.412000,8
train/44b6_1d530831.zarr/0/c/46/0/0/0,5068481,2026-06-26 18:17:06.140000,8
train/44b6_1d530831.zarr/0/c/47/0/0/0,5087398,2026-06-26 18:17:09.270000,8
train/44b6_1d530831.zarr/0/c/48/0/0/0,5094550,2026-06-26 18:17:03.422000,8
train/44b6_1d530831.zarr/0/c/49/0/0/0,5113480,2026-06-26 18:17:05.399000,8
train/44b6_1d530831.zarr/0/c/5/0/0/0,4855026,2026-06-26 18:17:18.104000,8
train/44b6_1d530831.zarr/0/c/50/0/0/0,5124336,2026-06-26 18:17:10.963000,8
train/44b6_1d530831.zarr/0/c/51/0/0/0,5130004,2026-06-26 18:17:11.539000,8
train/44b6_1d530831.zarr/0/c/52/0/0/0,5147250,2026-06-26 18:17:13.840000,8
train/44b6_1d530831.zarr/0/c/53/0/0/0,5162798,2026-06-26 18:17:16.958000,8
train/44b6_1d530831.zarr/0/c/54/0/0/0,5168164,2026-06-26 18:17:14.172000,8
train/44b6_1d530831.zarr/0/c/55/0/0/0,5187258,2026-06-26 18:17:16.400000,8
train/44b6_1d530831.zarr/0/c/56/0/0/0,5205315,2026-06-26 18:17:13.013000,8
train/44b6_1d530831.zarr/0/c/57/0/0/0,5209190,2026-06-26 18:17:13.991000,8
train/44b6_1d530831.zarr/0/c/58/0/0/0,5230976,2026-06-26 18:17:17.127000,8
train/44b6_1d530831.zarr/0/c/59/0/0/0,5244420,2026-06-26 18:17:08.089000,8
train/44b6_1d530831.zarr/0/c/6/0/0/0,4859012,2026-06-26 18:17:14.628000,8
train/44b6_1d530831.zarr/0/c/60/0/0/0,5260929,2026-06-26 18:17:19.777000,8
train/44b6_1d530831.zarr/0/c/61/0/0/0,5271508,2026-06-26 18:17:04.811000,8
train/44b6_1d530831.zarr/0/c/62/0/0/0,5289689,2026-06-26 18:17:17.270000,8
