stem,embryo_prefix,embryo_group,visible_test_copy,train_zarr_present,train_geff_present,required_metadata_paths_present,estimated_number_of_nodes_content,official_scorer_eligibility,included_in_frozen_inventory,exclusion_reason,train_zarr_file_count,train_zarr_total_bytes,train_geff_file_count,train_geff_total_bytes,missing_required_image_paths,missing_required_gt_paths,evidence_class
6bba_6321a359,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,356409674,21,12755,,,HOST_CONFIRMED_METADATA_ONLY
6bba_6479435d,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,410737206,21,11488,,,HOST_CONFIRMED_METADATA_ONLY
6bba_67ebd073,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,402989597,21,10481,,,HOST_CONFIRMED_METADATA_ONLY
6bba_6ca87370,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,358358550,21,14472,,,HOST_CONFIRMED_METADATA_ONLY
6bba_6db0e9b4,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,489138420,21,10284,,,HOST_CONFIRMED_METADATA_ONLY
6bba_6feb10f0,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,460151383,21,16563,,,HOST_CONFIRMED_METADATA_ONLY
6bba_6feeb0b1,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,361653992,21,16407,,,HOST_CONFIRMED_METADATA_ONLY
6bba_705ec2c9,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,318700700,21,11298,,,HOST_CONFIRMED_METADATA_ONLY
6bba_718b21f9,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,343568373,21,11651,,,HOST_CONFIRMED_METADATA_ONLY
6bba_74686d6a,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,490294349,21,11236,,,HOST_CONFIRMED_METADATA_ONLY
6bba_767a1e17,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,524244316,21,11804,,,HOST_CONFIRMED_METADATA_ONLY
6bba_76db78c1,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,353904769,21,11351,,,HOST_CONFIRMED_METADATA_ONLY
6bba_784a78c9,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,400400318,21,19002,,,HOST_CONFIRMED_METADATA_ONLY
6bba_786893ac,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,552881058,21,16870,,,HOST_CONFIRMED_METADATA_ONLY
6bba_789f8168,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,362281690,21,12121,,,HOST_CONFIRMED_METADATA_ONLY
6bba_78a7bd97,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,499339098,21,13219,,,HOST_CONFIRMED_METADATA_ONLY
6bba_7af54fde,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,392961709,21,14694,,,HOST_CONFIRMED_METADATA_ONLY
6bba_7b5d3b2c,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,404590757,21,10990,,,HOST_CONFIRMED_METADATA_ONLY
6bba_7d3058ae,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,362091795,21,15120,,,HOST_CONFIRMED_METADATA_ONLY
6bba_7f87b3d8,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,372621981,21,14040,,,HOST_CONFIRMED_METADATA_ONLY
6bba_80d12824,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,376461447,21,11957,,,HOST_CONFIRMED_METADATA_ONLY
6bba_825bd1c6,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,357347814,21,13693,,,HOST_CONFIRMED_METADATA_ONLY
6bba_87289e13,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,402491165,21,12498,,,HOST_CONFIRMED_METADATA_ONLY
6bba_8b7818bf,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,352063249,21,12352,,,HOST_CONFIRMED_METADATA_ONLY
6bba_907271db,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,368257600,21,13654,,,HOST_CONFIRMED_METADATA_ONLY
6bba_91951b3a,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,368011173,21,15220,,,HOST_CONFIRMED_METADATA_ONLY
6bba_96833384,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,346392310,21,12364,,,HOST_CONFIRMED_METADATA_ONLY
6bba_969618f6,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,387679675,21,12141,,,HOST_CONFIRMED_METADATA_ONLY
6bba_971fa5e0,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,336233865,21,13038,,,HOST_CONFIRMED_METADATA_ONLY
6bba_9a41d029,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,431928222,21,16498,,,HOST_CONFIRMED_METADATA_ONLY
6bba_9e23430b,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,388850863,21,13345,,,HOST_CONFIRMED_METADATA_ONLY
6bba_a5e926bb,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,368194143,21,12293,,,HOST_CONFIRMED_METADATA_ONLY
6bba_a90a0b9c,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,506902329,21,15184,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ab78413d,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,457336768,21,15147,,,HOST_CONFIRMED_METADATA_ONLY
6bba_acd782a8,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,390771704,21,9741,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ae82a791,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,358934010,21,17354,,,HOST_CONFIRMED_METADATA_ONLY
6bba_aeee7805,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,351791970,21,12665,,,HOST_CONFIRMED_METADATA_ONLY
6bba_af149c94,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,380294843,21,16185,,,HOST_CONFIRMED_METADATA_ONLY
6bba_afb141ff,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,324198678,21,11714,,,HOST_CONFIRMED_METADATA_ONLY
6bba_b1ae37b9,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,409019461,21,11208,,,HOST_CONFIRMED_METADATA_ONLY
6bba_b204cac7,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,358384772,21,12580,,,HOST_CONFIRMED_METADATA_ONLY
6bba_b329af44,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,539582471,21,15971,,,HOST_CONFIRMED_METADATA_ONLY
6bba_b693381b,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,345372264,21,13794,,,HOST_CONFIRMED_METADATA_ONLY
6bba_bb9f20c3,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,403401162,21,20060,,,HOST_CONFIRMED_METADATA_ONLY
6bba_bbb708ca,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,338000432,21,13240,,,HOST_CONFIRMED_METADATA_ONLY
6bba_c27cba08,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,344525471,21,10801,,,HOST_CONFIRMED_METADATA_ONLY
6bba_c328f2fd,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,452924734,21,10781,,,HOST_CONFIRMED_METADATA_ONLY
6bba_c73a1d11,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,414105331,21,12663,,,HOST_CONFIRMED_METADATA_ONLY
6bba_cdcfe533,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,451182976,21,16485,,,HOST_CONFIRMED_METADATA_ONLY
6bba_cf35214c,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,474042573,21,12928,,,HOST_CONFIRMED_METADATA_ONLY
6bba_cff5865f,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,475497142,21,17874,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d0fc38b5,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,360975902,21,12838,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d1acb6ff,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,378615185,21,12171,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d2b9fc0c,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,404821996,21,13656,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d3da753b,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,382530438,21,13716,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d5eae175,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,339047376,21,10715,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d6ecebbb,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,335166055,21,13198,,,HOST_CONFIRMED_METADATA_ONLY
6bba_d82a4fc6,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,467636822,21,11019,,,HOST_CONFIRMED_METADATA_ONLY
6bba_debd7bfa,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,377180189,21,12752,,,HOST_CONFIRMED_METADATA_ONLY
6bba_df673a83,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,404547713,21,11813,,,HOST_CONFIRMED_METADATA_ONLY
6bba_e16ffc58,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,357648954,21,14074,,,HOST_CONFIRMED_METADATA_ONLY
6bba_e5e44988,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,353738117,21,12118,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ebdf3b34,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,490572114,21,13110,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ebff6e76,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,505296099,21,16307,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ed9377fd,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,343487378,21,10938,,,HOST_CONFIRMED_METADATA_ONLY
6bba_edf14583,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,524341000,21,12585,,,HOST_CONFIRMED_METADATA_ONLY
6bba_eebc57a5,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,392719071,21,14089,,,HOST_CONFIRMED_METADATA_ONLY
6bba_ef7b4f7e,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,348434711,21,15596,,,HOST_CONFIRMED_METADATA_ONLY
6bba_f17befbc,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,421894253,21,14446,,,HOST_CONFIRMED_METADATA_ONLY
6bba_f1fde7e0,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,353919079,21,10519,,,HOST_CONFIRMED_METADATA_ONLY
6bba_f20478e9,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,352854964,21,14368,,,HOST_CONFIRMED_METADATA_ONLY
6bba_f4ae811c,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,371013137,21,14049,,,HOST_CONFIRMED_METADATA_ONLY
6bba_f8ffd5e7,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,468961181,21,10144,,,HOST_CONFIRMED_METADATA_ONLY
6bba_fbc898dc,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,340236936,21,11669,,,HOST_CONFIRMED_METADATA_ONLY
6bba_fc516dc6,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,371747462,21,12743,,,HOST_CONFIRMED_METADATA_ONLY
6bba_fc5f39dc,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,378386783,21,10502,,,HOST_CONFIRMED_METADATA_ONLY
6bba_fc83837d,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,400026564,21,14114,,,HOST_CONFIRMED_METADATA_ONLY
6bba_fe670320,6bba,6bba,false,true,true,true,UNKNOWN_NOT_DOWNLOADED,ELIGIBLE_METADATA_SCHEMA_PRESENT,true,,102,379179756,21,12040,,,HOST_CONFIRMED_METADATA_ONLY
